marker_count	marker	total_combinations	zero_count	min_one_count	min_two_count
40	snpPG00088	17578	55	17523	17434
40	snpPG00078	17578	54	17524	17435
40	snpPG00048	17578	54	17524	17436
40	snpPG00049	17578	54	17524	17436
40	snpPG00053	17578	54	17524	17436
40	snpPG00093	17578	56	17522	17436
40	snpPG00051	17578	54	17524	17437
40	snpPG00056	17578	55	17523	17437
40	snpPG00076	17578	55	17523	17437
40	snpPG00084	17578	54	17524	17437
40	snpPG00090	17578	54	17524	17437
40	snpPG00092	17578	54	17524	17437
40	snpPG00096	17578	54	17524	17437
40	snpPG00057	17578	54	17524	17438
40	snpPG00059	17578	54	17524	17438
40	snpPG00063	17578	54	17524	17438
40	snpPG00074	17578	54	17524	17438
40	snpPG00077	17578	54	17524	17438
40	snpPG00083	17578	54	17524	17438
40	snpPG00086	17578	54	17524	17438
40	snpPG00095	17578	54	17524	17438
40	snpPG00073	17578	54	17524	17439
40	snpPG00080	17578	54	17524	17439
40	snpPG00081	17578	54	17524	17439
40	snpPG00085	17578	54	17524	17439
40	snpPG00087	17578	54	17524	17439
40	snpPG00089	17578	54	17524	17439
40	snpPG00091	17578	54	17524	17439
40	snpPG00094	17578	56	17522	17439
40	snpPG00097	17578	54	17524	17439
40	snpPG00099	17578	54	17524	17439
41	snpPG00075	17578	75	17503	17392
41	snpPG00067	17578	77	17501	17393
41	snpPG00050	17578	80	17498	17398
41	snpPG00068	17578	60	17518	17429
41	snpPG00098	17578	56	17522	17429
41	snpPG00062	17578	54	17524	17434
41	snpPG00071	17578	54	17524	17434
41	snpPG00088	17578	55	17523	17434
41	snpPG00078	17578	54	17524	17435
41	snpPG00048	17578	54	17524	17436
41	snpPG00049	17578	54	17524	17436
41	snpPG00093	17578	56	17522	17436
41	snpPG00051	17578	54	17524	17437
41	snpPG00053	17578	54	17524	17437
41	snpPG00056	17578	55	17523	17437
41	snpPG00076	17578	55	17523	17437
41	snpPG00079	17578	54	17524	17437
41	snpPG00082	17578	54	17524	17437
41	snpPG00084	17578	54	17524	17437
41	snpPG00090	17578	54	17524	17437
41	snpPG00092	17578	54	17524	17437
41	snpPG00096	17578	54	17524	17437
41	snpPG00057	17578	54	17524	17438
41	snpPG00059	17578	54	17524	17438
41	snpPG00063	17578	54	17524	17438
41	snpPG00074	17578	54	17524	17438
41	snpPG00077	17578	54	17524	17438
41	snpPG00083	17578	54	17524	17438
41	snpPG00086	17578	54	17524	17438
41	snpPG00095	17578	54	17524	17438
41	snpPG00072	17578	54	17524	17439
41	snpPG00073	17578	54	17524	17439
41	snpPG00080	17578	54	17524	17439
41	snpPG00081	17578	54	17524	17439
41	snpPG00085	17578	54	17524	17439
41	snpPG00087	17578	54	17524	17439
41	snpPG00089	17578	54	17524	17439
41	snpPG00091	17578	54	17524	17439
41	snpPG00094	17578	56	17522	17439
41	snpPG00097	17578	54	17524	17439
41	snpPG00099	17578	54	17524	17439
42	snpPG00075	17578	75	17503	17392
42	snpPG00067	17578	77	17501	17393
42	snpPG00050	17578	80	17498	17398
42	snpPG00068	17578	60	17518	17429
42	snpPG00098	17578	56	17522	17429
42	snpPG00071	17578	54	17524	17434
42	snpPG00062	17578	54	17524	17435
42	snpPG00078	17578	54	17524	17435
42	snpPG00088	17578	55	17523	17435
42	snpPG00048	17578	54	17524	17436
42	snpPG00049	17578	54	17524	17436
42	snpPG00093	17578	56	17522	17436
42	snpPG00051	17578	54	17524	17437
42	snpPG00053	17578	54	17524	17437
42	snpPG00056	17578	55	17523	17437
42	snpPG00076	17578	55	17523	17437
42	snpPG00079	17578	54	17524	17437
42	snpPG00082	17578	54	17524	17437
42	snpPG00084	17578	54	17524	17437
42	snpPG00090	17578	54	17524	17437
42	snpPG00092	17578	54	17524	17437
42	snpPG00096	17578	54	17524	17437
42	snpPG00057	17578	54	17524	17438
42	snpPG00059	17578	54	17524	17438
42	snpPG00063	17578	54	17524	17438
42	snpPG00074	17578	54	17524	17438
42	snpPG00077	17578	54	17524	17438
42	snpPG00083	17578	54	17524	17438
42	snpPG00086	17578	54	17524	17438
42	snpPG00095	17578	54	17524	17438
42	snpPG00070	17578	54	17524	17439
42	snpPG00072	17578	54	17524	17439
42	snpPG00073	17578	54	17524	17439
42	snpPG00080	17578	54	17524	17439
42	snpPG00081	17578	54	17524	17439
42	snpPG00085	17578	54	17524	17439
42	snpPG00087	17578	54	17524	17439
42	snpPG00089	17578	54	17524	17439
42	snpPG00091	17578	54	17524	17439
42	snpPG00094	17578	56	17522	17439
42	snpPG00097	17578	54	17524	17439
42	snpPG00099	17578	54	17524	17439
43	snpPG00075	17578	75	17503	17392
43	snpPG00067	17578	77	17501	17393
43	snpPG00050	17578	80	17498	17398
43	snpPG00068	17578	60	17518	17429
43	snpPG00098	17578	56	17522	17429
43	snpPG00071	17578	54	17524	17434
43	snpPG00062	17578	54	17524	17435
43	snpPG00078	17578	54	17524	17435
43	snpPG00088	17578	55	17523	17435
43	snpPG00048	17578	54	17524	17436
43	snpPG00049	17578	54	17524	17436
43	snpPG00093	17578	56	17522	17436
43	snpPG00051	17578	54	17524	17437
43	snpPG00053	17578	54	17524	17437
43	snpPG00056	17578	55	17523	17437
43	snpPG00076	17578	55	17523	17437
43	snpPG00079	17578	54	17524	17437
43	snpPG00082	17578	54	17524	17437
43	snpPG00084	17578	54	17524	17437
43	snpPG00090	17578	54	17524	17437
43	snpPG00092	17578	54	17524	17437
43	snpPG00096	17578	54	17524	17437
43	snpPG00057	17578	54	17524	17438
43	snpPG00059	17578	54	17524	17438
43	snpPG00063	17578	54	17524	17438
43	snpPG00074	17578	54	17524	17438
43	snpPG00077	17578	54	17524	17438
43	snpPG00083	17578	54	17524	17438
43	snpPG00086	17578	54	17524	17438
43	snpPG00095	17578	54	17524	17438
43	snpPG00069	17578	54	17524	17439
43	snpPG00070	17578	54	17524	17439
43	snpPG00072	17578	54	17524	17439
43	snpPG00073	17578	54	17524	17439
43	snpPG00080	17578	54	17524	17439
43	snpPG00081	17578	54	17524	17439
43	snpPG00085	17578	54	17524	17439
43	snpPG00087	17578	54	17524	17439
43	snpPG00089	17578	54	17524	17439
43	snpPG00091	17578	54	17524	17439
43	snpPG00094	17578	56	17522	17439
43	snpPG00097	17578	54	17524	17439
43	snpPG00099	17578	54	17524	17439
44	snpPG00075	17578	75	17503	17392
44	snpPG00067	17578	77	17501	17393
44	snpPG00050	17578	80	17498	17398
44	snpPG00068	17578	60	17518	17429
44	snpPG00098	17578	56	17522	17429
44	snpPG00071	17578	54	17524	17434
44	snpPG00062	17578	54	17524	17435
44	snpPG00078	17578	54	17524	17435
44	snpPG00088	17578	55	17523	17435
44	snpPG00048	17578	54	17524	17436
44	snpPG00049	17578	54	17524	17436
44	snpPG00093	17578	56	17522	17436
44	snpPG00051	17578	54	17524	17437
44	snpPG00053	17578	54	17524	17437
44	snpPG00056	17578	55	17523	17437
44	snpPG00076	17578	55	17523	17437
44	snpPG00079	17578	54	17524	17437
44	snpPG00082	17578	54	17524	17437
44	snpPG00084	17578	54	17524	17437
44	snpPG00090	17578	54	17524	17437
44	snpPG00092	17578	54	17524	17437
44	snpPG00096	17578	54	17524	17437
44	snpPG00057	17578	54	17524	17438
44	snpPG00059	17578	54	17524	17438
44	snpPG00063	17578	54	17524	17438
44	snpPG00074	17578	54	17524	17438
44	snpPG00077	17578	54	17524	17438
44	snpPG00083	17578	54	17524	17438
44	snpPG00086	17578	54	17524	17438
44	snpPG00095	17578	54	17524	17438
44	snpPG00066	17578	54	17524	17439
44	snpPG00069	17578	54	17524	17439
44	snpPG00070	17578	54	17524	17439
44	snpPG00072	17578	54	17524	17439
44	snpPG00073	17578	54	17524	17439
44	snpPG00080	17578	54	17524	17439
44	snpPG00081	17578	54	17524	17439
44	snpPG00085	17578	54	17524	17439
44	snpPG00087	17578	54	17524	17439
44	snpPG00089	17578	54	17524	17439
44	snpPG00091	17578	54	17524	17439
44	snpPG00094	17578	56	17522	17439
44	snpPG00097	17578	54	17524	17439
44	snpPG00099	17578	54	17524	17439
45	snpPG00075	17578	75	17503	17392
45	snpPG00067	17578	77	17501	17393
45	snpPG00050	17578	80	17498	17398
45	snpPG00068	17578	60	17518	17429
45	snpPG00098	17578	56	17522	17429
45	snpPG00071	17578	54	17524	17434
45	snpPG00062	17578	54	17524	17435
45	snpPG00078	17578	54	17524	17435
45	snpPG00088	17578	55	17523	17435
45	snpPG00048	17578	54	17524	17436
45	snpPG00049	17578	54	17524	17436
45	snpPG00093	17578	56	17522	17436
45	snpPG00051	17578	54	17524	17437
45	snpPG00053	17578	54	17524	17437
45	snpPG00056	17578	55	17523	17437
45	snpPG00076	17578	55	17523	17437
45	snpPG00079	17578	54	17524	17437
45	snpPG00082	17578	54	17524	17437
45	snpPG00084	17578	54	17524	17437
45	snpPG00090	17578	54	17524	17437
45	snpPG00092	17578	54	17524	17437
45	snpPG00096	17578	54	17524	17437
45	snpPG00057	17578	54	17524	17438
45	snpPG00059	17578	54	17524	17438
45	snpPG00063	17578	54	17524	17438
45	snpPG00074	17578	54	17524	17438
45	snpPG00077	17578	54	17524	17438
45	snpPG00083	17578	54	17524	17438
45	snpPG00086	17578	54	17524	17438
45	snpPG00095	17578	54	17524	17438
45	snpPG00065	17578	54	17524	17439
45	snpPG00066	17578	54	17524	17439
45	snpPG00069	17578	54	17524	17439
45	snpPG00070	17578	54	17524	17439
45	snpPG00072	17578	54	17524	17439
45	snpPG00073	17578	54	17524	17439
45	snpPG00080	17578	54	17524	17439
45	snpPG00081	17578	54	17524	17439
45	snpPG00085	17578	54	17524	17439
45	snpPG00087	17578	54	17524	17439
45	snpPG00089	17578	54	17524	17439
45	snpPG00091	17578	54	17524	17439
45	snpPG00094	17578	56	17522	17439
45	snpPG00097	17578	54	17524	17439
45	snpPG00099	17578	54	17524	17439
46	snpPG00075	17578	75	17503	17392
46	snpPG00067	17578	77	17501	17393
46	snpPG00050	17578	80	17498	17398
46	snpPG00068	17578	60	17518	17429
46	snpPG00098	17578	56	17522	17429
46	snpPG00071	17578	54	17524	17434
46	snpPG00062	17578	54	17524	17435
46	snpPG00078	17578	54	17524	17435
46	snpPG00088	17578	55	17523	17435
46	snpPG00048	17578	54	17524	17436
46	snpPG00049	17578	54	17524	17436
46	snpPG00093	17578	56	17522	17436
46	snpPG00051	17578	54	17524	17437
46	snpPG00053	17578	54	17524	17437
46	snpPG00056	17578	55	17523	17437
46	snpPG00076	17578	55	17523	17437
46	snpPG00079	17578	54	17524	17437
46	snpPG00082	17578	54	17524	17437
46	snpPG00084	17578	54	17524	17437
46	snpPG00090	17578	54	17524	17437
46	snpPG00092	17578	54	17524	17437
46	snpPG00096	17578	54	17524	17437
46	snpPG00057	17578	54	17524	17438
46	snpPG00059	17578	54	17524	17438
46	snpPG00063	17578	54	17524	17438
46	snpPG00074	17578	54	17524	17438
46	snpPG00077	17578	54	17524	17438
46	snpPG00083	17578	54	17524	17438
46	snpPG00086	17578	54	17524	17438
46	snpPG00095	17578	54	17524	17438
46	snpPG00064	17578	54	17524	17439
46	snpPG00065	17578	54	17524	17439
46	snpPG00066	17578	54	17524	17439
46	snpPG00069	17578	54	17524	17439
46	snpPG00070	17578	54	17524	17439
46	snpPG00072	17578	54	17524	17439
46	snpPG00073	17578	54	17524	17439
46	snpPG00080	17578	54	17524	17439
46	snpPG00081	17578	54	17524	17439
46	snpPG00085	17578	54	17524	17439
46	snpPG00087	17578	54	17524	17439
46	snpPG00089	17578	54	17524	17439
46	snpPG00091	17578	54	17524	17439
46	snpPG00094	17578	56	17522	17439
46	snpPG00097	17578	54	17524	17439
46	snpPG00099	17578	54	17524	17439
47	snpPG00075	17578	75	17503	17392
47	snpPG00067	17578	77	17501	17393
47	snpPG00050	17578	80	17498	17398
47	snpPG00068	17578	60	17518	17429
47	snpPG00098	17578	56	17522	17429
47	snpPG00062	17578	54	17524	17435
47	snpPG00071	17578	54	17524	17435
47	snpPG00088	17578	55	17523	17435
47	snpPG00049	17578	54	17524	17436
47	snpPG00078	17578	54	17524	17436
47	snpPG00093	17578	56	17522	17436
47	snpPG00048	17578	54	17524	17437
47	snpPG00051	17578	54	17524	17437
47	snpPG00076	17578	55	17523	17437
47	snpPG00082	17578	54	17524	17437
47	snpPG00084	17578	54	17524	17437
47	snpPG00092	17578	54	17524	17437
47	snpPG00096	17578	54	17524	17437
47	snpPG00053	17578	54	17524	17438
47	snpPG00056	17578	55	17523	17438
47	snpPG00057	17578	54	17524	17438
47	snpPG00059	17578	54	17524	17438
47	snpPG00063	17578	54	17524	17438
47	snpPG00074	17578	54	17524	17438
47	snpPG00079	17578	54	17524	17438
47	snpPG00083	17578	54	17524	17438
47	snpPG00086	17578	54	17524	17438
47	snpPG00090	17578	54	17524	17438
47	snpPG00095	17578	54	17524	17438
47	snpPG00061	17578	54	17524	17439
47	snpPG00064	17578	54	17524	17439
47	snpPG00065	17578	54	17524	17439
47	snpPG00066	17578	54	17524	17439
47	snpPG00069	17578	54	17524	17439
47	snpPG00070	17578	54	17524	17439
47	snpPG00072	17578	54	17524	17439
47	snpPG00073	17578	54	17524	17439
47	snpPG00077	17578	54	17524	17439
47	snpPG00080	17578	54	17524	17439
47	snpPG00081	17578	54	17524	17439
47	snpPG00085	17578	54	17524	17439
47	snpPG00087	17578	54	17524	17439
47	snpPG00089	17578	54	17524	17439
47	snpPG00091	17578	54	17524	17439
47	snpPG00094	17578	56	17522	17439
47	snpPG00097	17578	54	17524	17439
47	snpPG00099	17578	54	17524	17439
48	snpPG00075	17578	75	17503	17392
48	snpPG00067	17578	77	17501	17393
48	snpPG00050	17578	80	17498	17398
48	snpPG00068	17578	60	17518	17429
48	snpPG00098	17578	56	17522	17429
48	snpPG00062	17578	54	17524	17435
48	snpPG00071	17578	54	17524	17435
48	snpPG00088	17578	55	17523	17435
48	snpPG00049	17578	54	17524	17436
48	snpPG00078	17578	54	17524	17436
48	snpPG00093	17578	56	17522	17436
48	snpPG00048	17578	54	17524	17437
48	snpPG00051	17578	54	17524	17437
48	snpPG00076	17578	55	17523	17437
48	snpPG00082	17578	54	17524	17437
48	snpPG00084	17578	54	17524	17437
48	snpPG00092	17578	54	17524	17437
48	snpPG00096	17578	54	17524	17437
48	snpPG00053	17578	54	17524	17438
48	snpPG00056	17578	55	17523	17438
48	snpPG00057	17578	54	17524	17438
48	snpPG00059	17578	54	17524	17438
48	snpPG00063	17578	54	17524	17438
48	snpPG00074	17578	54	17524	17438
48	snpPG00079	17578	54	17524	17438
48	snpPG00083	17578	54	17524	17438
48	snpPG00086	17578	54	17524	17438
48	snpPG00090	17578	54	17524	17438
48	snpPG00095	17578	54	17524	17438
48	snpPG00060	17578	54	17524	17439
48	snpPG00061	17578	54	17524	17439
48	snpPG00064	17578	54	17524	17439
48	snpPG00065	17578	54	17524	17439
48	snpPG00066	17578	54	17524	17439
48	snpPG00069	17578	54	17524	17439
48	snpPG00070	17578	54	17524	17439
48	snpPG00072	17578	54	17524	17439
48	snpPG00073	17578	54	17524	17439
48	snpPG00077	17578	54	17524	17439
48	snpPG00080	17578	54	17524	17439
48	snpPG00081	17578	54	17524	17439
48	snpPG00085	17578	54	17524	17439
48	snpPG00087	17578	54	17524	17439
48	snpPG00089	17578	54	17524	17439
48	snpPG00091	17578	54	17524	17439
48	snpPG00094	17578	56	17522	17439
48	snpPG00097	17578	54	17524	17439
48	snpPG00099	17578	54	17524	17439
49	snpPG00075	17578	75	17503	17392
49	snpPG00067	17578	77	17501	17393
49	snpPG00050	17578	80	17498	17398
49	snpPG00068	17578	60	17518	17429
49	snpPG00098	17578	56	17522	17429
49	snpPG00062	17578	54	17524	17435
49	snpPG00071	17578	54	17524	17435
49	snpPG00088	17578	55	17523	17435
49	snpPG00049	17578	54	17524	17436
49	snpPG00078	17578	54	17524	17436
49	snpPG00093	17578	56	17522	17436
49	snpPG00048	17578	54	17524	17437
49	snpPG00051	17578	54	17524	17437
49	snpPG00076	17578	55	17523	17437
49	snpPG00082	17578	54	17524	17437
49	snpPG00084	17578	54	17524	17437
49	snpPG00092	17578	54	17524	17437
49	snpPG00096	17578	54	17524	17437
49	snpPG00053	17578	54	17524	17438
49	snpPG00056	17578	55	17523	17438
49	snpPG00057	17578	54	17524	17438
49	snpPG00059	17578	54	17524	17438
49	snpPG00063	17578	54	17524	17438
49	snpPG00074	17578	54	17524	17438
49	snpPG00079	17578	54	17524	17438
49	snpPG00083	17578	54	17524	17438
49	snpPG00086	17578	54	17524	17438
49	snpPG00090	17578	54	17524	17438
49	snpPG00095	17578	54	17524	17438
49	snpPG00058	17578	54	17524	17439
49	snpPG00060	17578	54	17524	17439
49	snpPG00061	17578	54	17524	17439
49	snpPG00064	17578	54	17524	17439
49	snpPG00065	17578	54	17524	17439
49	snpPG00066	17578	54	17524	17439
49	snpPG00069	17578	54	17524	17439
49	snpPG00070	17578	54	17524	17439
49	snpPG00072	17578	54	17524	17439
49	snpPG00073	17578	54	17524	17439
49	snpPG00077	17578	54	17524	17439
49	snpPG00080	17578	54	17524	17439
49	snpPG00081	17578	54	17524	17439
49	snpPG00085	17578	54	17524	17439
49	snpPG00087	17578	54	17524	17439
49	snpPG00089	17578	54	17524	17439
49	snpPG00091	17578	54	17524	17439
49	snpPG00094	17578	56	17522	17439
49	snpPG00097	17578	54	17524	17439
49	snpPG00099	17578	54	17524	17439
50	snpPG00075	17578	75	17503	17392
50	snpPG00067	17578	77	17501	17393
50	snpPG00050	17578	80	17498	17398
50	snpPG00068	17578	60	17518	17429
50	snpPG00098	17578	56	17522	17430
50	snpPG00088	17578	55	17523	17435
50	snpPG00049	17578	54	17524	17436
50	snpPG00062	17578	54	17524	17436
50	snpPG00071	17578	54	17524	17436
50	snpPG00093	17578	56	17522	17436
50	snpPG00051	17578	54	17524	17437
50	snpPG00076	17578	55	17523	17437
50	snpPG00078	17578	54	17524	17437
50	snpPG00082	17578	54	17524	17437
50	snpPG00092	17578	54	17524	17437
50	snpPG00096	17578	54	17524	17437
50	snpPG00048	17578	54	17524	17438
50	snpPG00053	17578	54	17524	17438
50	snpPG00056	17578	55	17523	17438
50	snpPG00059	17578	54	17524	17438
50	snpPG00063	17578	54	17524	17438
50	snpPG00074	17578	54	17524	17438
50	snpPG00079	17578	54	17524	17438
50	snpPG00083	17578	54	17524	17438
50	snpPG00086	17578	54	17524	17438
50	snpPG00090	17578	54	17524	17438
50	snpPG00095	17578	54	17524	17438
50	snpPG00055	17578	54	17524	17439
50	snpPG00057	17578	54	17524	17439
50	snpPG00058	17578	54	17524	17439
50	snpPG00060	17578	54	17524	17439
50	snpPG00061	17578	54	17524	17439
50	snpPG00064	17578	54	17524	17439
50	snpPG00065	17578	54	17524	17439
50	snpPG00066	17578	54	17524	17439
50	snpPG00069	17578	54	17524	17439
50	snpPG00070	17578	54	17524	17439
50	snpPG00072	17578	54	17524	17439
50	snpPG00073	17578	54	17524	17439
50	snpPG00077	17578	54	17524	17439
50	snpPG00080	17578	54	17524	17439
50	snpPG00081	17578	54	17524	17439
50	snpPG00084	17578	54	17524	17439
50	snpPG00085	17578	54	17524	17439
50	snpPG00087	17578	54	17524	17439
50	snpPG00089	17578	54	17524	17439
50	snpPG00091	17578	54	17524	17439
50	snpPG00094	17578	56	17522	17439
50	snpPG00097	17578	54	17524	17439
50	snpPG00099	17578	54	17524	17439
51	snpPG00075	17578	75	17503	17392
51	snpPG00067	17578	77	17501	17393
51	snpPG00050	17578	80	17498	17398
51	snpPG00068	17578	60	17518	17429
51	snpPG00098	17578	56	17522	17430
51	snpPG00049	17578	54	17524	17436
51	snpPG00071	17578	54	17524	17436
51	snpPG00088	17578	55	17523	17436
51	snpPG00093	17578	56	17522	17436
51	snpPG00062	17578	54	17524	17437
51	snpPG00076	17578	55	17523	17437
51	snpPG00078	17578	54	17524	17437
51	snpPG00082	17578	54	17524	17437
51	snpPG00092	17578	54	17524	17437
51	snpPG00048	17578	54	17524	17438
51	snpPG00051	17578	54	17524	17438
51	snpPG00053	17578	54	17524	17438
51	snpPG00056	17578	55	17523	17438
51	snpPG00059	17578	54	17524	17438
51	snpPG00063	17578	54	17524	17438
51	snpPG00074	17578	54	17524	17438
51	snpPG00079	17578	54	17524	17438
51	snpPG00083	17578	54	17524	17438
51	snpPG00086	17578	54	17524	17438
51	snpPG00090	17578	54	17524	17438
51	snpPG00095	17578	54	17524	17438
51	snpPG00096	17578	54	17524	17438
51	snpPG00054	17578	54	17524	17439
51	snpPG00055	17578	54	17524	17439
51	snpPG00057	17578	54	17524	17439
51	snpPG00058	17578	54	17524	17439
51	snpPG00060	17578	54	17524	17439
51	snpPG00061	17578	54	17524	17439
51	snpPG00064	17578	54	17524	17439
51	snpPG00065	17578	54	17524	17439
51	snpPG00066	17578	54	17524	17439
51	snpPG00069	17578	54	17524	17439
51	snpPG00070	17578	54	17524	17439
51	snpPG00072	17578	54	17524	17439
51	snpPG00073	17578	54	17524	17439
51	snpPG00077	17578	54	17524	17439
51	snpPG00080	17578	54	17524	17439
51	snpPG00081	17578	54	17524	17439
51	snpPG00084	17578	54	17524	17439
51	snpPG00085	17578	54	17524	17439
51	snpPG00087	17578	54	17524	17439
51	snpPG00089	17578	54	17524	17439
51	snpPG00091	17578	54	17524	17439
51	snpPG00094	17578	56	17522	17439
51	snpPG00097	17578	54	17524	17439
51	snpPG00099	17578	54	17524	17439
52	snpPG00075	17578	75	17503	17392
52	snpPG00067	17578	77	17501	17393
52	snpPG00050	17578	80	17498	17398
52	snpPG00068	17578	60	17518	17429
52	snpPG00098	17578	56	17522	17430
52	snpPG00049	17578	54	17524	17436
52	snpPG00071	17578	54	17524	17436
52	snpPG00088	17578	55	17523	17436
52	snpPG00093	17578	56	17522	17436
52	snpPG00062	17578	54	17524	17437
52	snpPG00078	17578	54	17524	17437
52	snpPG00082	17578	54	17524	17437
52	snpPG00092	17578	54	17524	17437
52	snpPG00048	17578	54	17524	17438
52	snpPG00051	17578	54	17524	17438
52	snpPG00053	17578	54	17524	17438
52	snpPG00059	17578	54	17524	17438
52	snpPG00063	17578	54	17524	17438
52	snpPG00074	17578	54	17524	17438
52	snpPG00076	17578	55	17523	17438
52	snpPG00079	17578	54	17524	17438
52	snpPG00086	17578	54	17524	17438
52	snpPG00095	17578	54	17524	17438
52	snpPG00096	17578	54	17524	17438
52	snpPG00052	17578	54	17524	17439
52	snpPG00054	17578	54	17524	17439
52	snpPG00055	17578	54	17524	17439
52	snpPG00056	17578	55	17523	17439
52	snpPG00057	17578	54	17524	17439
52	snpPG00058	17578	54	17524	17439
52	snpPG00060	17578	54	17524	17439
52	snpPG00061	17578	54	17524	17439
52	snpPG00064	17578	54	17524	17439
52	snpPG00065	17578	54	17524	17439
52	snpPG00066	17578	54	17524	17439
52	snpPG00069	17578	54	17524	17439
52	snpPG00070	17578	54	17524	17439
52	snpPG00072	17578	54	17524	17439
52	snpPG00073	17578	54	17524	17439
52	snpPG00077	17578	54	17524	17439
52	snpPG00080	17578	54	17524	17439
52	snpPG00081	17578	54	17524	17439
52	snpPG00083	17578	54	17524	17439
52	snpPG00084	17578	54	17524	17439
52	snpPG00085	17578	54	17524	17439
52	snpPG00087	17578	54	17524	17439
52	snpPG00089	17578	54	17524	17439
52	snpPG00090	17578	54	17524	17439
52	snpPG00091	17578	54	17524	17439
52	snpPG00094	17578	56	17522	17439
52	snpPG00097	17578	54	17524	17439
52	snpPG00099	17578	54	17524	17439
53	snpPG00075	17578	75	17503	17392
53	snpPG00067	17578	77	17501	17393
53	snpPG00050	17578	80	17498	17398
53	snpPG00068	17578	60	17518	17429
53	snpPG00098	17578	56	17522	17430
53	snpPG00049	17578	54	17524	17436
53	snpPG00071	17578	54	17524	17436
53	snpPG00088	17578	55	17523	17436
53	snpPG00093	17578	56	17522	17436
53	snpPG00062	17578	54	17524	17437
53	snpPG00078	17578	54	17524	17437
53	snpPG00092	17578	54	17524	17437
53	snpPG00048	17578	54	17524	17438
53	snpPG00053	17578	54	17524	17438
53	snpPG00059	17578	54	17524	17438
53	snpPG00063	17578	54	17524	17438
53	snpPG00074	17578	54	17524	17438
53	snpPG00076	17578	55	17523	17438
53	snpPG00082	17578	54	17524	17438
53	snpPG00086	17578	54	17524	17438
53	snpPG00095	17578	54	17524	17438
53	snpPG00047	17578	54	17524	17439
53	snpPG00051	17578	54	17524	17439
53	snpPG00052	17578	54	17524	17439
53	snpPG00054	17578	54	17524	17439
53	snpPG00055	17578	54	17524	17439
53	snpPG00056	17578	55	17523	17439
53	snpPG00057	17578	54	17524	17439
53	snpPG00058	17578	54	17524	17439
53	snpPG00060	17578	54	17524	17439
53	snpPG00061	17578	54	17524	17439
53	snpPG00064	17578	54	17524	17439
53	snpPG00065	17578	54	17524	17439
53	snpPG00066	17578	54	17524	17439
53	snpPG00069	17578	54	17524	17439
53	snpPG00070	17578	54	17524	17439
53	snpPG00072	17578	54	17524	17439
53	snpPG00073	17578	54	17524	17439
53	snpPG00077	17578	54	17524	17439
53	snpPG00079	17578	54	17524	17439
53	snpPG00080	17578	54	17524	17439
53	snpPG00081	17578	54	17524	17439
53	snpPG00083	17578	54	17524	17439
53	snpPG00084	17578	54	17524	17439
53	snpPG00085	17578	54	17524	17439
53	snpPG00087	17578	54	17524	17439
53	snpPG00089	17578	54	17524	17439
53	snpPG00090	17578	54	17524	17439
53	snpPG00091	17578	54	17524	17439
53	snpPG00094	17578	56	17522	17439
53	snpPG00096	17578	54	17524	17439
53	snpPG00097	17578	54	17524	17439
53	snpPG00099	17578	54	17524	17439
54	snpPG00075	17578	75	17503	17392
54	snpPG00067	17578	77	17501	17393
54	snpPG00050	17578	80	17498	17398
54	snpPG00068	17578	60	17518	17429
54	snpPG00098	17578	56	17522	17430
54	snpPG00049	17578	54	17524	17436
54	snpPG00071	17578	54	17524	17436
54	snpPG00088	17578	55	17523	17436
54	snpPG00093	17578	56	17522	17436
54	snpPG00062	17578	54	17524	17437
54	snpPG00078	17578	54	17524	17437
54	snpPG00092	17578	54	17524	17437
54	snpPG00048	17578	54	17524	17438
54	snpPG00053	17578	54	17524	17438
54	snpPG00059	17578	54	17524	17438
54	snpPG00063	17578	54	17524	17438
54	snpPG00074	17578	54	17524	17438
54	snpPG00076	17578	55	17523	17438
54	snpPG00082	17578	54	17524	17438
54	snpPG00086	17578	54	17524	17438
54	snpPG00095	17578	54	17524	17438
54	snpPG00046	17578	54	17524	17439
54	snpPG00047	17578	54	17524	17439
54	snpPG00051	17578	54	17524	17439
54	snpPG00052	17578	54	17524	17439
54	snpPG00054	17578	54	17524	17439
54	snpPG00055	17578	54	17524	17439
54	snpPG00056	17578	55	17523	17439
54	snpPG00057	17578	54	17524	17439
54	snpPG00058	17578	54	17524	17439
54	snpPG00060	17578	54	17524	17439
54	snpPG00061	17578	54	17524	17439
54	snpPG00064	17578	54	17524	17439
54	snpPG00065	17578	54	17524	17439
54	snpPG00066	17578	54	17524	17439
54	snpPG00069	17578	54	17524	17439
54	snpPG00070	17578	54	17524	17439
54	snpPG00072	17578	54	17524	17439
54	snpPG00073	17578	54	17524	17439
54	snpPG00077	17578	54	17524	17439
54	snpPG00079	17578	54	17524	17439
54	snpPG00080	17578	54	17524	17439
54	snpPG00081	17578	54	17524	17439
54	snpPG00083	17578	54	17524	17439
54	snpPG00084	17578	54	17524	17439
54	snpPG00085	17578	54	17524	17439
54	snpPG00087	17578	54	17524	17439
54	snpPG00089	17578	54	17524	17439
54	snpPG00090	17578	54	17524	17439
54	snpPG00091	17578	54	17524	17439
54	snpPG00094	17578	56	17522	17439
54	snpPG00096	17578	54	17524	17439
54	snpPG00097	17578	54	17524	17439
54	snpPG00099	17578	54	17524	17439
