SAMPLE_UID	SAMPLE_NAME
ASI8FCSvReSNK	ICSX 2010026:2
ASI8F18aWXOKd	ICSX 2010028:3
ASI8FCOwTIRa6	ICSX 2010016:12
ASI8FhZBJzzhJ	ICSX 2010017:10
ASI8FO58ubGGq	ICSX 2010018:10
ASI8FQhsCqpbb	ICSX 2010020:3
ASI8FLKJrzK0z	ICSX 2010022:2
ASI8FnqowqFtz	ICSX 2010024:3
ASI8FAWrfiCCI	ICSX 2010026:3
ASI8FYiQeT8n3	ICSX 2010028:4
ASI8FFZuJBScG	185 B:11
ASI8Fu4zXahA7	ICSX 2010017:11
ASI8Fa73sEovJ	ICSX 2010018:11
ASI8FTs8M2si4	ICSX 2010020:4
ASI8FML08ZfBC	ICSX 2010022:3
ASI8F1vn8o03N	ICSX 2010024:4
ASI8FJfi9nGEi	ICSX 2010026:4
ASI8Fdg3hjK5u	ICSX 2010028:5
ASI8F64iqN95O	185 B:12
ASI8FtnEzG8vg	ICSX 2010017:12
ASI8F1bfeDTWI	ICSX 2010018:12
ASI8FgetThf9Y	ICSX 2010020:5
ASI8FhHNCvxFy	ICSX 2010022:4
ASI8FjYuLwTkk	ICSX 2010024:5
ASI8FjNwLBL7w	ICSX 2010026:5
ASI8F2F0QXWMT	ICSX 2010028:6
ASI8FjoswkZEX	ICSX 2010017:1
ASI8FhGlbnQSt	ICSX 2010018:1
ASI8FaaxAOsn3	4111 B:11
ASI8FyQCjfkRB	ICSX 2010020:6
ASI8Ft4GmgrWf	ICSX 2010022:5
ASI8FnalhReeP	ICSX 2010024:6
ASI8FCtBS2frr	ICSX 2010026:6
ASI8FxkOrlA35	ICSX 2010028:7
ASI8FSHTu0YRf	ICSX 2010017:2
ASI8FY10syndP	ICSX 2010018:2
ASI8FDVObCjTP	4111 B:12
ASI8FGxgL69l8	ICSX 2010020:7
ASI8FfYQKWddA	ICSX 2010022:6
ASI8FPVhWiwnW	ICSX 2010024:7
ASI8FpuyX6FpF	ICSX 2010026:7
ASI8FpnKWa1jX	ICSX 2010028:8
ASI8FiS9Fgrbr	ICSX 2010017:3
ASI8F4ZAoQzBW	ICSX 2010018:3
ASI8FsLuJ4xra	ICSX 2010019:1
ASI8FofMNLLO7	ICSX 2010020:8
ASI8FaF3UnHp3	ICSX 2010022:7
ASI8FeVrsiuHx	ICSX 2010024:8
ASI8FP2ccNeAz	ICSX 2010026:8
ASI8FsHknn8Us	ICSX 2010028:9
ASI8FM6ZQAFFn	ICSX 2010017:4
ASI8FYa5u81Je	ICSX 2010018:4
ASI8FIQzEK5sl	ICSX 2010019:2
ASI8FZ90pZyZb	ICSX 2010020:9
ASI8FVjPsOmva	ICSX 2010022:8
ASI8FMMZoHgXN	ICSX 2010024:9
ASI8F9aQE3uOR	ICSX 2010026:9
ASI8FNO4eLa36	ICSX 2010028:10
ASI8Fz9WObPO8	ICSX 2010017:5
ASI8FBS3Tbpec	ICSX 2010018:5
ASI8F5wDHYU1w	ICSX 2010019:3
ASI8FkqKl4mGa	ICSX 2010020:10
ASI8FeeAX6zVO	ICSX 2010022:9
ASI8FU9nbe87q	ICSX 2010024:10
ASI8FtCIBfZN4	ICSX 2010026:10
ASI8F5owwCLEW	ICSX 2010028:11
ASI8FYQe4H7v2	ICSX 2010017:6
ASI8FgonZHGbn	ICSX 2010018:6
ASI8FOMt4LuFd	ICSX 2010019:4
ASI8FyNSmEHRM	ICSX 2010020:11
ASI8F6tJ2tg1K	ICSX 2010022:10
ASI8F60lY2I5X	ICSB 474:11
ASI8FF3v2Lzi2	ICSX 2010026:11
ASI8F7oGC2tTw	ICSB 14042:8
ASI8F6uPkiJV3	ICSX 2010017:7
ASI8Fw8fYEq3H	ICSX 2010018:7
ASI8FK2aeus3J	ICSX 2010019:5
ASI8FNkYUYqK0	ICSB 467:11
ASI8FeJAvXpBc	ICSX 2010022:11
ASI8Fit1tRO7d	ICSB 474:12
ASI8F87JGbpvu	ICSX 2010028:1
ASI8FRlK1WEbf	ICSX 2010017:8
ASI8FvwZdgXkZ	ICSX 2010018:8
ASI8FHvKjvZoV	ICSX 2010020:1
ASI8FPiWQaW9A	ICSB 467:12
ASI8FkM0joOOp	ICSX 2010024:1
ASI8Fs2nATmoZ	ICSX 2010026:1
ASI8FJhtC4Uuq	ICSX 2010028:2
ASI8FVQ4pMmF3	ICSB 14042:9
ASI8F7qXtGcbE	ICSX 2010032:1
ASI8F4kskxR3C	ICSB 640:11
ASI8FFAXwkztR	ICSX 2010036:1
ASI8FchkaCMQ4	ICSB 675:10
ASI8FPzMXWnIY	ICSX 2010040:6
ASI8FSmjLcBiu	ICSX 2010042:5
ASI8F2NuLpIYD	ICSX 2010044:6
ASI8Fo4hzwcKR	ICSX 2010030:1
ASI8FfibFx1Lz	ICSX 2010032:2
ASI8F4KpBxPcD	ICSX 2010034:1
ASI8F1yPX4OAF	ICSX 2010036:2
ASI8FPyOzZ8z6	ICSX 2010038:1
ASI8FzCPm5OJx	ICSX 2010040:7
ASI8FAVGaFMyl	ICSX 2010042:6
ASI8FUXsVvC1q	ICSX 2010044:7
ASI8F7i46Rve8	ICSX 2010030:2
ASI8F0f2Y28hk	ICSX 2010032:3
ASI8F0Y6Mg83t	ICSX 2010034:2
ASI8FAiPA07mw	ICSX 2010036:3
ASI8FgRyLHAuZ	ICSX 2010038:2
ASI8FlPyNXlmk	ICSX 2010040:8
ASI8F34jbN9Jh	ICSX 2010042:7
ASI8FkmxDXmjZ	ICSX 2010044:8
ASI8FprJ9uK4f	ICSX 2010030:3
ASI8F6DcuaEHL	ICSX 2010032:4
ASI8FxNx7ZOhf	ICSX 2010034:3
ASI8F8psce7TL	ICSX 2010036:4
ASI8FEEgFJdWI	ICSX 2010038:3
ASI8F7G1QrQZX	ICSX 2010040:9
ASI8FKlod7ysH	ICSX 2010042:8
ASI8FfZ5ldJNw	ICSX 2010044:9
ASI8Fr7A6w9fG	ICSX 2010030:4
ASI8FGDiiv0k4	ICSX 2010032:5
ASI8FBZfesaCE	ICSX 2010034:4
ASI8FHZ0dDtwU	ICSX 2010036:5
ASI8FgCFdPS1D	ICSX 2010038:4
ASI8Fjz1A24eo	ICSX 2010040:10
ASI8FjjZx55pl	ICSX 2010042:9
ASI8FMwGlY6ZT	ICSX 2010044:10
ASI8FJ5kfjtMO	ICSX 2010030:5
ASI8FLA1nSXiu	ICSX 2010032:6
ASI8Frp5rFmdg	ICSX 2010034:5
ASI8FmN4LA2Wq	ICSX 2010036:6
ASI8F66ssZPzd	ICSX 2010038:5
ASI8FEAa0WxDM	ICSX 2010040:11
ASI8FpTFSVLzf	ICSX 2010042:10
ASI8FRMB8pRlm	ICSX 2010044:11
ASI8FbUkeYHb3	ICSX 2010030:6
ASI8Fmp7EhEVu	ICSX 2010032:7
ASI8FepBFrPQW	ICSX 2010034:6
ASI8FpCmsiol7	ICSX 2010036:7
ASI8FOEb4WZAJ	ICSX 2010038:6
ASI8F6IDtpI3x	ICSB 14018:10
ASI8FQbvV3jSb	ICSX 2010042:11
ASI8FqxtgVzc2	SPV 1411:25
ASI8FLXHJckPr	ICSX 2010030:7
ASI8F9jZiWWZv	ICSX 2010032:8
ASI8F3ppsyAsU	ICSX 2010034:7
ASI8FqRpAmLSH	ICSX 2010036:8
ASI8FcK2yTaDn	ICSX 2010040:1
ASI8FdXVBFmyY	ICSB 14018:11
ASI8F4PcLMMn8	ICSX 2010044:1
ASI8FevZpBkVC	SPV 1411:26
ASI8F1U47pUqR	ICSX 2010030:8
ASI8FUoayaTB7	ICSX 2010032:9
ASI8FnSKK6ild	ICSX 2010034:8
ASI8F0F8DTlpY	ICSX 2010036:9
ASI8FDMFJS8hi	ICSX 2010040:2
ASI8FKucrXmln	ICSX 2010042:1
ASI8FtZI1s7xN	ICSX 2010044:2
ASI8FmFvankQA	ICSR 14001:1
ASI8FXIZLRzX8	ICSX 2010030:9
ASI8FqJLywotb	ICSX 2010032:10
ASI8F0mpMuSXc	ICSX 2010034:9
ASI8FSUCyjZrT	ICSX 2010036:10
ASI8FQmhLzPPM	ICSX 2010040:3
ASI8FP5ycpfJB	ICSX 2010042:2
ASI8F7SCZ2RrP	ICSX 2010044:3
ASI8F3RsyTNQi	ICSR 14001:2
ASI8F8gOBqym9	ICSX 2010030:10
ASI8F5RqiOyQs	ICSX 2010032:11
ASI8FuSw4G0dG	ICSX 2010034:10
ASI8FE19XRokE	ICSX 2010036:11
ASI8FFPaKJj59	ICSX 2010040:4
ASI8FbNjkqPIV	ICSX 2010042:3
ASI8FkzoaUlo4	ICSX 2010044:4
ASI8F7wtKap4O	ICSX 2010030:11
ASI8FO5qgPzSX	ICSB 640:10
ASI8F3sXxlrlz	ICSX 2010034:11
ASI8FuPaPqyrZ	ICSB 675:9
ASI8FrBTrzyxR	ICSX 2010040:5
ASI8F8YtOOeNJ	ICSX 2010042:4
ASI8F2AGcsziP	ICSX 2010044:5
