SAMPLE_UID	DESIGNATION	SAMPLE_NAME	PARENT_A	PARENT_B
8TNISQu9Tra2w	ICMR 102615	ICMR 102615:2		
8TNISvorgONKI	ICMR 102615	ICMR 102615:3		
8TNISjpeXoCxm	ICMR 102615	ICMR 102615:4		
8TNISuTvkzVk3	ICMR 102615	ICMR 102615:5		
8TNISmGlb3KwM	ICMR 102615	ICMR 102615:6		
8TNIS6Lq67hEX	ICMR 102615	ICMR 102615:7		
8TNISxxVUv4Ns	ICMR 102615	ICMR 102615:8		
8TNIS9BPLaDmF	ICMR 102616	ICMR 102616:1		
8TNISu5ARkJDf	ICMR 102616	ICMR 102616:2		
8TNISj7jFVuvs	ICMR 102616	ICMR 102616:3		
8TNISU6AjnZZ2	ICMR 102616	ICMR 102616:4		
8TNISCZPe9vOh	ICMR 102616	ICMR 102616:5		
8TNISIXhMSniD	ICMR 102616	ICMR 102616:6		
8TNISc0NE7pu7	ICMR 102616	ICMR 102616:7		
8TNISiLWXltt9	ICMR 102616	ICMR 102616:8		
8TNISpaFWi5Vo	RDC Composite 1401 (RM2)-HS625-1-1-2-1	RDC Composite 1401 (RM2)-HS625-1-1-2-1:1		
8TNISEpsExumL	RDC Composite 1401 (RM2)-HS625-1-1-2-1	RDC Composite 1401 (RM2)-HS625-1-1-2-1:2		
8TNIS1GX5nKLr	RDC Composite 1401 (RM2)-HS625-1-1-2-1	RDC Composite 1401 (RM2)-HS625-1-1-2-1:3		
8TNISk0ksn36M	RDC Composite 1401 (RM2)-HS625-1-1-2-1	RDC Composite 1401 (RM2)-HS625-1-1-2-1:4		
8TNISpRGrgESu	RDC Composite 1401 (RM2)-HS625-1-1-2-1	RDC Composite 1401 (RM2)-HS625-1-1-2-1:5		
8TNISUkMIxqAA	RDC Composite 1401 (RM2)-HS625-1-1-2-1	RDC Composite 1401 (RM2)-HS625-1-1-2-1:6		
8TNISt5V4wBS1	RDC Composite 1401 (RM2)-HS625-1-1-2-1	RDC Composite 1401 (RM2)-HS625-1-1-2-1:7		
8TNISatC1TT0f	RDC Composite 1401 (RM2)-HS625-1-1-2-1	RDC Composite 1401 (RM2)-HS625-1-1-2-1:8		
8TNIS0QmBhNUk	ICMR 102617	ICMR 102617:1		
8TNIS4dIfZbv8	ICMR 102617	ICMR 102617:2		
8TNISOQ9Rl7Jj	ICMR 102617	ICMR 102617:3		
8TNIS8Ggi3va8	ICMR 102617	ICMR 102617:4		
8TNISMgo8C4vn	ICMR 102617	ICMR 102617:5		
8TNISsbZvEe3j	ICMR 102617	ICMR 102617:6		
8TNISjEGgJtMK	ICMR 102617	ICMR 102617:7		
8TNIScnk5Za1c	ICMR 102617	ICMR 102617:8		
8TNIS2kuCtBLo	ICMR 101198	ICMR 101198:1		
8TNIS0opPnOe5	ICMR 101198	ICMR 101198:2		
8TNISV6ZqyW7R	ICMR 101198	ICMR 101198:3		
8TNISHzbi7MOE	ICMR 101198	ICMR 101198:4		
8TNISSLf69GFt	ICMR 101198	ICMR 101198:5		
8TNISbcxntkXn	ICMR 101198	ICMR 101198:6		
8TNIS5eG92HmE	ICMR 101198	ICMR 101198:7		
8TNISeXdJLTM9	ICMR 101198	ICMR 101198:8		
8TNISDETUCmvg	ICMX 1510532-SB-2-17-3	ICMX 1510532-SB-2-17-3:1		
8TNISA53rIjXy	ICMX 1510532-SB-2-17-3	ICMX 1510532-SB-2-17-3:2		
8TNISsqNht6xk	ICMX 1510532-SB-2-17-3	ICMX 1510532-SB-2-17-3:3		
8TNIS0n6ZNwl4	ICMX 1510532-SB-2-17-3	ICMX 1510532-SB-2-17-3:4		
8TNISGpcgv5dm	ICMX 1510532-SB-2-17-3	ICMX 1510532-SB-2-17-3:5		
8TNISkhXHYBHM	ICMX 1510532-SB-2-17-3	ICMX 1510532-SB-2-17-3:6		
8TNISRWRXPpdb	ICMX 1510532-SB-2-17-3	ICMX 1510532-SB-2-17-3:7		
8TNISdwzyJPu6	ICMX 1510532-SB-2-17-3	ICMX 1510532-SB-2-17-3:8		
8TNIS0Mw9Uir1	ICMX 1510012-SB-1-2-1	ICMX 1510012-SB-1-2-1:1		
8TNISKIYMle4E	ICMX 1510012-SB-1-2-1	ICMX 1510012-SB-1-2-1:2		
8TNISQoKoZhYB	ICMX 1510012-SB-1-2-1	ICMX 1510012-SB-1-2-1:3		
8TNISqQC82kYV	ICMX 1510012-SB-1-2-1	ICMX 1510012-SB-1-2-1:4		
8TNIS4HkaqGAl	ICMX 1510012-SB-1-2-1	ICMX 1510012-SB-1-2-1:5		
8TNISyKCtRFDP	ICMX 1510012-SB-1-2-1	ICMX 1510012-SB-1-2-1:6		
8TNISROVTq5JX	ICMX 1510012-SB-1-2-1	ICMX 1510012-SB-1-2-1:7		
8TNISV2FS6LNz	ICMX 1510012-SB-1-2-1	ICMX 1510012-SB-1-2-1:8		
8TNISKJgiylvs	ICMX 1510016-SB-6-3-2	ICMX 1510016-SB-6-3-2:1		
8TNIS9Kb3kVn3	ICMX 1510016-SB-6-3-2	ICMX 1510016-SB-6-3-2:2		
8TNISfBZasm3I	ICMX 1510016-SB-6-3-2	ICMX 1510016-SB-6-3-2:3		
8TNISPE62wCxW	ICMX 1510016-SB-6-3-2	ICMX 1510016-SB-6-3-2:4		
8TNISnrdgHHJB	ICMX 1510016-SB-6-3-2	ICMX 1510016-SB-6-3-2:5		
8TNISbBGBcDEi	ICMX 1510016-SB-6-3-2	ICMX 1510016-SB-6-3-2:6		
8TNISWV0qFVDC	ICMX 1510016-SB-6-3-2	ICMX 1510016-SB-6-3-2:7		
8TNISaTB8Eg67	ICMX 1510016-SB-6-3-2	ICMX 1510016-SB-6-3-2:8		
8TNISF1Syt9Pg	ICMX 1410791-B-1-1-1	ICMX 1410791-B-1-1-1:1		
8TNIS2qEUryb2	ICMX 1410791-B-1-1-1	ICMX 1410791-B-1-1-1:2		
8TNISzWikRHPj	ICMX 1410791-B-1-1-1	ICMX 1410791-B-1-1-1:3		
8TNISXXNPQ3jx	ICMX 1410791-B-1-1-1	ICMX 1410791-B-1-1-1:4		
8TNISwGjtM53v	ICMX 1410791-B-1-1-1	ICMX 1410791-B-1-1-1:5		
8TNISbSrmmt2T	ICMX 1410791-B-1-1-1	ICMX 1410791-B-1-1-1:6		
8TNIS1AO7BCRM	ICMX 1410791-B-1-1-1	ICMX 1410791-B-1-1-1:7		
8TNISAorVCxAt	ICMX 1410791-B-1-1-1	ICMX 1410791-B-1-1-1:8		
8TNISgICR5b4p	ICMR 102618	ICMR 102618:1		
8TNISoS4fDBXm	ICMR 102618	ICMR 102618:2		
8TNIS86ho6Bz0	ICMR 102618	ICMR 102618:3		
8TNIS97dLgRVb	ICMR 102618	ICMR 102618:4		
8TNISz1yDXXkV	ICMR 102618	ICMR 102618:5		
8TNISqfKn4ERn	ICMR 102618	ICMR 102618:6		
8TNISqgTKDpOw	ICMR 102618	ICMR 102618:7		
8TNIScLZZWrw9	ICMR 102618	ICMR 102618:8		
8TNISgcICRQsY	ICMR 102619	ICMR 102619:1		
8TNISOQ6yXxL9	ICMR 102619	ICMR 102619:2		
8TNISJJPWOUr6	ICMR 102619	ICMR 102619:3		
8TNISvIffCa74	ICMR 102619	ICMR 102619:4		
8TNISHAMw3ELd	ICMR 102619	ICMR 102619:5		
8TNIS5jbf48KE	ICMR 102619	ICMR 102619:6		
8TNISQHzgp5rt	ICMR 102619	ICMR 102619:7		
8TNISQkSxJdLG	ICMR 102619	ICMR 102619:8		
8TNISbeMVGFv6	ICMR 102186	ICMR 1908:1		
8TNISF3Mr3IoS	ICMR 102186	ICMR 1908:2		
8TNIS6P7mDNf4	ICMR 102186	ICMR 1908:3		
8TNISnMcrhhJ5	ICMR 102186	ICMR 1908:4		
8TNISGXGbJeWU	ICMR 102186	ICMR 1908:5		
8TNISIswivHHk	ICMR 102186	ICMR 1908:6		
8TNIS0RXB5RZ7	ICMR 102186	ICMR 1908:7		
8TNISn7OK94hC	ICMR 102186	ICMR 1908:8		
8TNISD2VMUzvG	ICMR 102620	ICMR 102620:1		
8TNIScKbQSxyd	ICMR 102620	ICMR 102620:2		
8TNISV4icccAN	ICMR 102620	ICMR 102620:3		
8TNISg3QNrysn	ICMR 102620	ICMR 102620:4		
8TNISwBCL32am	ICMR 102620	ICMR 102620:5		
8TNISjoUNnPIO	ICMR 102620	ICMR 102620:6		
8TNISCez0ECDF	ICMR 102620	ICMR 102620:7		
8TNIS1TeBRaZM	ICMR 102620	ICMR 102620:8		
8TNISFV0TQtgg	ICMX 1510545-SB-4-2-1	ICMX 1510545-SB-4-2-1:1		
8TNISXpK5axT1	ICMX 1510545-SB-4-2-1	ICMX 1510545-SB-4-2-1:2		
8TNIShsruxk4d	ICMX 1510545-SB-4-2-1	ICMX 1510545-SB-4-2-1:3		
8TNISF0kV9Cfi	ICMX 1510545-SB-4-2-1	ICMX 1510545-SB-4-2-1:4		
8TNISyA8oFnYa	ICMX 1510545-SB-4-2-1	ICMX 1510545-SB-4-2-1:5		
8TNISW8zB5LhP	ICMX 1510545-SB-4-2-1	ICMX 1510545-SB-4-2-1:6		
8TNISG98D71QE	ICMX 1510545-SB-4-2-1	ICMX 1510545-SB-4-2-1:7		
8TNISmwAT2N0V	ICMX 1510545-SB-4-2-1	ICMX 1510545-SB-4-2-1:8		
8TNISK1xYfd7N	ICMX 1510545-SB-7-2-1	ICMX 1510545-SB-7-2-1:1		
8TNISbiAwvgeo	ICMX 1510545-SB-7-2-1	ICMX 1510545-SB-7-2-1:2		
8TNISElUsePEr	ICMX 1510545-SB-7-2-1	ICMX 1510545-SB-7-2-1:3		
8TNISAkfag951	ICMX 1510545-SB-7-2-1	ICMX 1510545-SB-7-2-1:4		
8TNIS39HjKJwB	ICMX 1510545-SB-7-2-1	ICMX 1510545-SB-7-2-1:5		
8TNISvnru9V9P	ICMX 1510545-SB-7-2-1	ICMX 1510545-SB-7-2-1:6		
8TNISUWVgRBL3	ICMX 1510545-SB-7-2-1	ICMX 1510545-SB-7-2-1:7		
8TNIS1LzfS1SK	ICMX 1510545-SB-7-2-1	ICMX 1510545-SB-7-2-1:8		
8TNISqblKBx3R	ICMR 100187	ICMR 100187:1		
8TNISCEtNXq04	ICMR 100187	ICMR 100187:2		
8TNISN1RWGA02	ICMR 100187	ICMR 100187:3		
8TNISdRQVoHuF	ICMR 100187	ICMR 100187:4		
8TNISbLTqlI3k	ICMR 100187	ICMR 100187:5		
8TNISNrFfOO1T	ICMR 100187	ICMR 100187:6		
8TNISeEUcBdAS	ICMR 100187	ICMR 100187:7		
8TNISECHTyCcR	ICMR 100187	ICMR 100187:8		
8TNISUa6zlcUo	ICMR 15666	ICMR 15666:1		
8TNISurmLLS63	ICMR 15666	ICMR 15666:2		
8TNISJgbwDvIe	ICMR 15666	ICMR 15666:3		
8TNISWgLLCFqD	ICMR 15666	ICMR 15666:4		
8TNISZg6WbPu4	ICMR 15666	ICMR 15666:5		
8TNIS13sm1ikX	ICMR 15666	ICMR 15666:6		
8TNISMYcHHqOy	ICMR 15666	ICMR 15666:7		
8TNISivQB28Qm	ICMR 15666	ICMR 15666:8		
8TNISJwAhTZmb	ICMR 18777	ICMR 18777:1		
8TNISFP7fV5GQ	ICMR 18777	ICMR 18777:2		
8TNISxsEtSSgz	ICMR 18777	ICMR 18777:3		
8TNISGzqk3eBu	ICMR 18777	ICMR 18777:4		
8TNISXqJEAZe0	ICMR 18777	ICMR 18777:5		
8TNISkUieG6XP	ICMR 18777	ICMR 18777:6		
8TNISHuJqqzRq	ICMR 18777	ICMR 18777:7		
8TNISzosvcgfp	ICMR 18777	ICMR 18777:8		
8TNISo9lJl8lP	ICMR 100487	ICMR 100487:1		
8TNISBASijiiN	ICMR 100487	ICMR 100487:2		
8TNISqA9JAFs6	ICMR 100487	ICMR 100487:3		
8TNISbzj0j3lL	ICMR 100487	ICMR 100487:4		
8TNISz3QbeQJG	ICMR 100487	ICMR 100487:5		
8TNISTWyNgqh2	ICMR 100487	ICMR 100487:6		
8TNISwNkoN3JJ	ICMR 100487	ICMR 100487:7		
8TNISuKtIHc8p	ICMR 100487	ICMR 100487:8		
8TNISWcYD714u	ICMR 100294	ICMR 100294:1		
8TNISD3PidWyZ	ICMR 100294	ICMR 100294:2		
8TNISbwNQyeXv	ICMR 100294	ICMR 100294:3		
8TNISj3zUwNvb	ICMR 100294	ICMR 100294:4		
8TNISV4mMVNK2	ICMR 100294	ICMR 100294:5		
8TNIS23ZQorts	ICMR 100294	ICMR 100294:6		
8TNISfZ1AlUoI	ICMR 100294	ICMR 100294:7		
8TNISUhQHDPH6	ICMR 100294	ICMR 100294:8		
8TNISG2FWIret	ICMR 102061	ICMR 102061:1		
8TNISP53r6UEo	ICMR 102061	ICMR 102061:2		
8TNISLVdIQBQH	ICMR 102061	ICMR 102061:3		
8TNIS1ISQDzjJ	ICMR 102061	ICMR 102061:4		
8TNISqieZkaSw	ICMR 102061	ICMR 102061:5		
8TNIS3WAEsBy6	ICMR 102061	ICMR 102061:6		
8TNISNL8l7fRm	ICMR 102061	ICMR 102061:7		
8TNIS2xTsXRlb	ICMR 102061	ICMR 102061:8		
8TNIS4Wf167rG	ICMR 101989	ICMR 101989:1		
8TNISZcl5yJHm	ICMR 101989	ICMR 101989:2		
8TNISr8823p1O	ICMR 101989	ICMR 101989:3		
8TNISGbes8IJV	ICMR 101989	ICMR 101989:4		
8TNISSjS1c23v	ICMR 101989	ICMR 101989:5		
8TNISAtfbVpUi	ICMR 101989	ICMR 101989:6		
8TNISJC9uREAf	ICMR 101989	ICMR 101989:7		
8TNISqdedeLHi	ICMR 101989	ICMR 101989:8		
8TNISaTiJusjd	ICMR 19777	ICMR 19777:1		
8TNISLlDy00n9	ICMR 19777	ICMR 19777:2		
8TNISw1HNGzFW	ICMR 19777	ICMR 19777:3		
8TNISyajMa3g6	ICMR 19777	ICMR 19777:4		
8TNISlyvKlqi8	ICMR 19777	ICMR 19777:5		
8TNISp34fd0kl	ICMR 19777	ICMR 19777:6		
8TNISxN3Lgzwa	ICMR 19777	ICMR 19777:7		
8TNISGbdvcqg5	ICMR 19777	ICMR 19777:8		
8TNISumaOcYYS	ICMR 15999	ICMR 15999:1		
8TNISIsbUzZoU	ICMR 15999	ICMR 15999:2		
8TNISKPxvlqTA	ICMR 15999	ICMR 15999:3		
8TNISEzbbevYT	ICMR 15999	ICMR 15999:4		
8TNISVGF3NGS4	ICMR 15999	ICMR 15999:5		
8TNISwQJsTAJj	ICMR 15999	ICMR 15999:6		
8TNISmQbscCxa	ICMR 15999	ICMR 15999:7		
8TNISpz9Ulbqz	ICMR 15999	ICMR 15999:8		
8TNIS1dKdG3cj	ICMR 100437	ICMR 100437:1		
8TNISkUpwHkTW	ICMR 100437	ICMR 100437:2		
8TNISBbR3k4Gz	ICMR 100437	ICMR 100437:3		
8TNIScjt4huQE	ICMR 100437	ICMR 100437:4		
8TNISwnebiqmx	ICMR 100437	ICMR 100437:5		
8TNISYqzLXqKw	ICMR 100437	ICMR 100437:6		
8TNISsNkx2xkD	ICMR 100437	ICMR 100437:7		
8TNISzlBhBY8m	ICMR 100437	ICMR 100437:8		
8TNISC1jI6sZM	ICMR 17222	ICMR 17222:1		
8TNISX0J3RliE	ICMR 17222	ICMR 17222:2		
8TNISmryhAbu3	ICMR 17222	ICMR 17222:3		
8TNISP9Irqcp4	ICMR 17222	ICMR 17222:4		
8TNISQIuJmetc	ICMR 17222	ICMR 17222:5		
8TNISQpaJlSiq	ICMR 17222	ICMR 17222:6		
8TNISanYk5TVN	ICMR 17222	ICMR 17222:7		
8TNIS7eZydD8I	ICMR 17222	ICMR 17222:8		
8TNISjilEpVvQ	ICMR 13999	ICMR 13999:1		
8TNISGvT1y3TU	ICMR 13999	ICMR 13999:2		
8TNISdq6LTlu0	ICMR 13999	ICMR 13999:3		
8TNISonqIAO8p	ICMR 13999	ICMR 13999:4		
8TNISjrb0ldj9	ICMR 13999	ICMR 13999:5		
8TNISq7cTYG6Z	ICMR 13999	ICMR 13999:6		
8TNISifkirPC5	ICMR 13999	ICMR 13999:7		
8TNISHfmyfCbT	ICMR 13999	ICMR 13999:8		
8TNISArJP6Brm	ICMR 13666	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B:1		
8TNISxVJtrdX9	ICMR 13666	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B:2		
8TNISNdL91V1a	ICMR 13666	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B:3		
8TNISwgwEzB6W	ICMR 13666	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B:4		
8TNIS4B2jnsZH	ICMR 13666	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B:5		
8TNISx1br3Maf	ICMR 13666	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B:6		
8TNIS5laDC1EM	ICMR 13666	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B:7		
8TNIS30jSPI5I	ICMR 13666	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B:8		
8TNISIeS2fc60	ICMR 101728	ICMR 101728:1		
8TNISkYMPQHjr	ICMR 101728	ICMR 101728:2		
8TNISx6ovQcLb	ICMR 101728	ICMR 101728:3		
8TNISekMNMyF8	ICMR 101728	ICMR 101728:4		
8TNISMKMbYU1T	ICMR 101728	ICMR 101728:5		
8TNIS9M7BKMHI	ICMR 101728	ICMR 101728:6		
8TNISLqEWws2i	ICMR 101728	ICMR 101728:7		
8TNISqYsV2ryz	ICMR 101728	ICMR 101728:8		
8TNISDJBMcxBl	ICMR 08222	ICMR 08222:1		
8TNISgXFjutQc	ICMR 08222	ICMR 08222:2		
8TNISMGZmvnNK	ICMR 08222	ICMR 08222:3		
8TNISI9YFuhJn	ICMR 08222	ICMR 08222:4		
8TNISFK1oo3Gg	ICMR 08222	ICMR 08222:5		
8TNISCMe2xu3l	ICMR 08222	ICMR 08222:6		
8TNISYlFrrRnP	ICMR 08222	ICMR 08222:7		
8TNIS7QOs5Dm9	ICMR 08222	ICMR 08222:8		
8TNISPAZHLbPc	ICMR 102122	ICMR 102122:1		
8TNISn5mKCGdk	ICMR 102122	ICMR 102122:2		
8TNISFYzHYfM9	ICMR 102122	ICMR 102122:3		
8TNISt8poLxGO	ICMR 102122	ICMR 102122:4		
8TNISboqU6G9i	ICMR 102122	ICMR 102122:5		
8TNIS9HTX2dGx	ICMR 102122	ICMR 102122:6		
8TNISPiy2FNxo	ICMR 102122	ICMR 102122:7		
8TNIS4wzBXtfT	ICMR 102122	ICMR 102122:8		
8TNIS3bwG2If4	ICMR 09888	ICMR 09888:1		
8TNISrws398T2	ICMR 09888	ICMR 09888:2		
8TNISVhJDjmRK	ICMR 09888	ICMR 09888:3		
8TNIScbBbhxdr	ICMR 09888	ICMR 09888:4		
8TNISfaaHPnNu	ICMR 09888	ICMR 09888:5		
8TNIStqPOEpco	ICMR 09888	ICMR 09888:6		
8TNISWqj1kuos	ICMR 09888	ICMR 09888:7		
8TNISRQIHffLO	ICMR 09888	ICMR 09888:8		
8TNISihunWM9Y	ICMR 102124	ICMR 102124:1		
8TNISFFn4Mplp	ICMR 102124	ICMR 102124:2		
8TNIS3sJzuWBb	ICMR 102124	ICMR 102124:3		
8TNISZOL0WNkD	ICMR 102124	ICMR 102124:4		
8TNISVaEhOrzh	ICMR 102124	ICMR 102124:5		
8TNISHbc3aYxc	ICMR 102124	ICMR 102124:6		
8TNISU2zmA8Ez	ICMR 102124	ICMR 102124:7		
8TNISFFz05QVg	ICMR 102124	ICMR 102124:8		
8TNISKRkQjCiT	ICMR 12888	ICMR 12888:1		
8TNISbKQFGGzA	ICMR 12888	ICMR 12888:2		
8TNISmIkM7qri	ICMR 12888	ICMR 12888:3		
8TNISB6t1NIeA	ICMR 12888	ICMR 12888:4		
8TNISdKRLluR3	ICMR 12888	ICMR 12888:5		
8TNIS8VlfaQq0	ICMR 12888	ICMR 12888:6		
8TNISib69JD4G	ICMR 12888	ICMR 12888:7		
8TNISE3Rj6bhA	ICMR 12888	ICMR 12888:8		
8TNISr1s8ETOr	ICMR 102387	ICMR 102387:1		
8TNISUbPHuekF	ICMR 102387	ICMR 102387:2		
8TNISf5wGPmUl	ICMR 102387	ICMR 102387:3		
8TNISKyLU9puT	ICMR 102387	ICMR 102387:4		
8TNISu5Y4ZpAP	ICMR 102387	ICMR 102387:5		
8TNIS6S8t8kRY	ICMR 102387	ICMR 102387:6		
8TNIS6x6TImqs	ICMR 102387	ICMR 102387:7		
8TNISilz6Tx4Z	ICMR 102387	ICMR 102387:8		
8TNISwsl2zWQk	ICMR 12111	ICMR 12111:1		
8TNISXPm7IRrV	ICMR 12111	ICMR 12111:2		
8TNIS4M2vnkyZ	ICMR 12111	ICMR 12111:3		
8TNISrJU1wv3U	ICMR 12111	ICMR 12111:4		
8TNISTbY3ZL5a	ICMR 12111	ICMR 12111:5		
8TNISMaV694tS	ICMR 12111	ICMR 12111:6		
8TNISGSauWfxc	ICMR 12111	ICMR 12111:7		
8TNISZvDlMOoK	ICMR 12111	ICMR 12111:8		
8TNISSCMJyroZ	ICMP 100126	ICMP 100126:1		
8TNIS4tc6gwSO	ICMP 100126	ICMP 100126:2		
8TNISVTGBWMSD	ICMP 100126	ICMP 100126:3		
8TNISuwBWjzJ3	ICMP 100126	ICMP 100126:4		
8TNIST1fqnNZL	ICMP 100126	ICMP 100126:5		
8TNIS4BguxVyv	ICMP 100126	ICMP 100126:6		
8TNISWm0uDqij	ICMP 100126	ICMP 100126:7		
8TNISRcXCts04	ICMP 100126	ICMP 100126:8		
8TNISxrDT2Hxc	ICMR 1905	ICMR 1905:1		
8TNISy3OBDGwZ	ICMR 1905	ICMR 1905:2		
8TNISDvFhNZ71	ICMR 1905	ICMR 1905:3		
8TNIS7rlMZ8Wx	ICMR 1905	ICMR 1905:4		
8TNIS3AB4tGmx	ICMR 1905	ICMR 1905:5		
8TNIStM0Ayc1L	ICMR 1905	ICMR 1905:6		
8TNIS9jd3nshf	ICMR 1905	ICMR 1905:7		
8TNISvRh5ybtZ	ICMR 1905	ICMR 1905:8		
8TNISyaHviYNQ	ICMR 100931	ICMR 100931:1		
8TNISwwrxM6Uj	ICMR 100931	ICMR 100931:2		
8TNISU5ljhea8	ICMR 100931	ICMR 100931:3		
8TNISM2XDdfcK	ICMR 100931	ICMR 100931:4		
8TNISWymmHOM7	ICMR 100931	ICMR 100931:5		
8TNISf40wpH1p	ICMR 100931	ICMR 100931:6		
8TNISsp0oV2dp	ICMR 100931	ICMR 100931:7		
8TNISMzHYsmyr	ICMR 100931	ICMR 100931:8		
8TNISt2nMjNq6	ICMX 1410895-B-8-1-2	ICMX 1410895-B-8-1-2:1		
8TNISyt4eY4k8	ICMX 1410895-B-8-1-2	ICMX 1410895-B-8-1-2:2		
8TNISS6tCONs0	ICMX 1410895-B-8-1-2	ICMX 1410895-B-8-1-2:3		
8TNIS6ttk9f51	ICMX 1410895-B-8-1-2	ICMX 1410895-B-8-1-2:4		
8TNIS804U5uri	ICMX 1410895-B-8-1-2	ICMX 1410895-B-8-1-2:5		
8TNISov3TZNOx	ICMX 1410895-B-8-1-2	ICMX 1410895-B-8-1-2:6		
8TNIS4rBd9hrl	ICMX 1410895-B-8-1-2	ICMX 1410895-B-8-1-2:7		
8TNIS6qkN4hMb	ICMX 1410895-B-8-1-2	ICMX 1410895-B-8-1-2:8		
8TNISayqm6PZF	ICMP 100070	ICMP 100070:1		
8TNIS6YrD5lty	ICMP 100070	ICMP 100070:2		
8TNISuLNPKVhm	ICMP 100070	ICMP 100070:3		
8TNIS5kKG3Lmg	ICMP 100070	ICMP 100070:4		
8TNISzpZ1ZSD2	ICMP 100070	ICMP 100070:5		
8TNISeJxdTA2L	ICMP 100070	ICMP 100070:6		
8TNISFDqauWAj	ICMP 100070	ICMP 100070:7		
8TNISjLzr91T6	ICMP 100070	ICMP 100070:8		
8TNISVEm1iXbG	ICMR 102180	ICMR 102180:1		
8TNISbyTxeomU	ICMR 102180	ICMR 102180:2		
8TNIS9fq4efxu	ICMR 102180	ICMR 102180:3		
8TNISvyrv9Tx5	ICMR 102180	ICMR 102180:4		
8TNISjk8TRf3q	ICMR 102180	ICMR 102180:5		
8TNISsA2n8aXT	ICMR 102180	ICMR 102180:6		
8TNIS4uPNrpZE	ICMR 102180	ICMR 102180:7		
8TNISTBYnjwUO	ICMR 102180	ICMR 102180:8		
8TNIShiO0t14r	ICMR 101415	ICMR 101415:1		
8TNISxlISXcof	ICMR 101415	ICMR 101415:2		
8TNISRiifzqx4	ICMR 101415	ICMR 101415:3		
8TNISis9OttE1	ICMR 101415	ICMR 101415:4		
8TNIShOvzHYD7	ICMR 101415	ICMR 101415:5		
8TNISuueWdc68	ICMR 101415	ICMR 101415:6		
8TNISSyRJdZCW	ICMR 101415	ICMR 101415:7		
8TNISBdbjF5U4	ICMR 101415	ICMR 101415:8		
8TNIS8tcCKBHB	ICMR 1804	ICMR 1804:1		
8TNIShTnTWU7F	ICMR 1804	ICMR 1804:2		
8TNISIX9l8uoZ	ICMR 1804	ICMR 1804:3		
8TNISnZqGT9kH	ICMR 1804	ICMR 1804:4		
8TNISkmJOq9A0	ICMR 1804	ICMR 1804:5		
8TNISyLbeDk8h	ICMR 1804	ICMR 1804:6		
8TNISplKbRJwl	ICMR 1804	ICMR 1804:7		
8TNIS6BTdXPZj	ICMR 1804	ICMR 1804:8		
8TNISivOpNpxJ	ICMR 08111	ICMR 08111:3		
8TNISTsJGWuiw	ICMR 08111	ICMR 08111:4		
8TNISv79eOcIr	ICMR 08111	ICMR 08111:5		
8TNISDpjL0o7M	ICMR 08111	ICMR 08111:6		
8TNISbL2wMQ8K	ICMR 08111	ICMR 08111:7		
8TNISBXv0Shk5	ICMR 08111	ICMR 08111:8		
8TNIS5mcV91nb	ICMR 08111	ICMR 08111:9		
8TNISImHTI17X	ICMR 08111	ICMR 08111:10		
8TNIShZSa0sJD	ICMR 10888	ICMR 10888:1		
8TNISTTxK7llq	ICMR 10888	ICMR 10888:2		
8TNISEnrsv4TJ	ICMR 10888	ICMR 10888:3		
8TNISIt7L8EVq	ICMR 10888	ICMR 10888:4		
8TNISUGwi0iD6	ICMR 10888	ICMR 10888:5		
8TNISJ9DVlWFN	ICMR 10888	ICMR 10888:6		
8TNISpQYcmrW7	ICMR 10888	ICMR 10888:7		
8TNISc7KZFKdJ	ICMR 10888	ICMR 10888:8		
8TNISDOsKNoQK	ICMR 06222	ICMR 06222:1		
8TNISMJIdq1Hw	ICMR 06222	ICMR 06222:2		
8TNISs8omzP3z	ICMR 06222	ICMR 06222:3		
8TNISINXA3qfF	ICMR 06222	ICMR 06222:4		
8TNIStUN6Lane	ICMR 06222	ICMR 06222:5		
8TNIS0vPkWAfy	ICMR 06222	ICMR 06222:6		
8TNISaSBklm41	ICMR 06222	ICMR 06222:7		
8TNISkXP77g8q	ICMR 06222	ICMR 06222:8		
8TNISNZMwYKHS	ICMR 12222	ICMR 12222:1		
8TNISWfgXKPzt	ICMR 12222	ICMR 12222:2		
8TNIStK5otPLy	ICMR 12222	ICMR 12222:3		
8TNISAr96xZqk	ICMR 12222	ICMR 12222:4		
8TNISapBaXGJj	ICMR 12222	ICMR 12222:5		
8TNISFlnYBPIx	ICMR 12222	ICMR 12222:6		
8TNISD0mopb6H	ICMR 12222	ICMR 12222:7		
8TNISKKWFZAAY	ICMR 12222	ICMR 12222:8		
8TNIS8SiVuceL	ICMR 11003	ICMR 11003:1		
8TNIS6pxDRkJG	ICMR 11003	ICMR 11003:2		
