F_One_Name	Parent_A	Parent_A_Score	Parent_B	Parent_B_Score	Polymorphic	Call_Hetero	Call_ParentA	Call_ParentB	Call_Missing	Percentage_Het	Comment
ICCX 191060:29	ICCV 181608	100.0	ICCV 181664	91.97	3	2	1	0	0	66.67	possibleF1
ICCX 191060:30	ICCV 181608	100.0	ICCV 181664	91.97	3	3	0	0	0	100.0	successfulF1
ICCX 191060:31	ICCV 181608	100.0	ICCV 181664	91.97	3	0	3	0	0	0.0	failedF1
ICCX 191060:32	ICCV 181608	100.0	ICCV 181664	91.97	3	3	0	0	0	100.0	successfulF1
ICCX 191060:33	ICCV 181608	100.0	ICCV 181664	91.97	3	2	1	0	0	66.67	possibleF1
ICCX 191060:34	ICCV 181608	100.0	ICCV 181664	91.97	3	2	1	0	0	66.67	possibleF1
ICCX 191060:35	ICCV 181608	100.0	ICCV 181664	91.97	3	0	3	0	0	0.0	failedF1
ICCX 191060:36	ICCV 181608	100.0	ICCV 181664	91.97	3	3	0	0	0	100.0	successfulF1
ICCX 191061:12	ICCV 181310	92.79	ICCV 181301	92.86	1	1	0	0	0	100.0	successfulF1
ICCX 191061:13	ICCV 181310	92.79	ICCV 181301	92.86	1	1	0	0	0	100.0	successfulF1
ICCX 191061:14	ICCV 181310	92.79	ICCV 181301	92.86	1	0	1	0	0	0.0	failedF1
ICCX 191061:15	ICCV 181310	92.79	ICCV 181301	92.86	1	1	0	0	0	100.0	successfulF1
ICCX 191061:16	ICCV 181310	92.79	ICCV 181301	92.86	1	1	0	0	0	100.0	successfulF1
ICCX 191061:17	ICCV 181310	92.79	ICCV 181301	92.86	1	0	1	0	0	0.0	failedF1
ICCX 191061:19	ICCV 181310	92.79	ICCV 181301	92.86	1	1	0	0	0	100.0	successfulF1
ICCX 191061:20	ICCV 181310	92.79	ICCV 181301	92.86	1	1	0	0	0	100.0	successfulF1
ICCX 191061:21	ICCV 181310	92.79	ICCV 181301	92.86	1	1	0	0	0	100.0	successfulF1
ICCX 191061:22	ICCV 181310	92.79	ICCV 181301	92.86	1	1	0	0	0	100.0	successfulF1
ICCX 191062:11	ICCV 181310	92.79	ICCV 181306	100.0	2	2	0	0	0	100.0	successfulF1
ICCX 191062:12	ICCV 181310	92.79	ICCV 181306	100.0	2	0	2	0	0	0.0	failedF1
ICCX 191062:13	ICCV 181310	92.79	ICCV 181306	100.0	2	0	2	0	0	0.0	failedF1
ICCX 191062:14	ICCV 181310	92.79	ICCV 181306	100.0	2	2	0	0	0	100.0	successfulF1
ICCX 191062:15	ICCV 181310	92.79	ICCV 181306	100.0	2	0	2	0	0	0.0	failedF1
ICCX 191062:16	ICCV 181310	92.79	ICCV 181306	100.0	2	2	0	0	0	100.0	successfulF1
ICCX 191062:17	ICCV 181310	92.79	ICCV 181306	100.0	2	2	0	0	0	100.0	successfulF1
ICCX 191062:18	ICCV 181310	92.79	ICCV 181306	100.0	2	2	0	0	0	100.0	successfulF1
ICCX 191062:19	ICCV 181310	92.79	ICCV 181306	100.0	2	2	0	0	0	100.0	successfulF1
ICCX 191062:20	ICCV 181310	92.79	ICCV 181306	100.0	2	2	0	0	0	100.0	successfulF1
ICCX 191063:12	ICCV 181310	92.79	ICCV 181309	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191063:13	ICCV 181310	92.79	ICCV 181309	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191063:14	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191063:15	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191063:16	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191063:17	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191063:18	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191063:19	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191063:20	ICCV 181310	92.79	ICCV 181309	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191063:21	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191063:22	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191063:23	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191063:24	ICCV 181310	92.79	ICCV 181309	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191064:11	ICCV 181310	92.79	ICCV 181318	100.0	1	1	0	0	0	100.0	successfulF1
ICCX 191064:12	ICCV 181310	92.79	ICCV 181318	100.0	1	1	0	0	0	100.0	successfulF1
ICCX 191064:13	ICCV 181310	92.79	ICCV 181318	100.0	1	0	1	0	0	0.0	failedF1
ICCX 191064:14	ICCV 181310	92.79	ICCV 181318	100.0	1	1	0	0	0	100.0	successfulF1
ICCX 191064:15	ICCV 181310	92.79	ICCV 181318	100.0	1	1	0	0	0	100.0	successfulF1
ICCX 191064:16	ICCV 181310	92.79	ICCV 181318	100.0	1	1	0	0	0	100.0	successfulF1
ICCX 191064:17	ICCV 181310	92.79	ICCV 181318	100.0	1	1	0	0	0	100.0	successfulF1
ICCX 191064:18	ICCV 181310	92.79	ICCV 181318	100.0	1	1	0	0	0	100.0	successfulF1
ICCX 191064:19	ICCV 181310	92.79	ICCV 181318	100.0	1	0	1	0	0	0.0	failedF1
ICCX 191064:20	ICCV 181310	92.79	ICCV 181318	100.0	1	1	0	0	0	100.0	successfulF1
ICCX 191065:10	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:11	ICCV 181317	94.65	ICCV 181311	98.22	6	5	1	0	0	83.33	possibleF1
ICCX 191065:12	ICCV 181317	94.65	ICCV 181311	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191065:13	ICCV 181317	94.65	ICCV 181311	98.22	6	5	1	0	0	83.33	possibleF1
ICCX 191065:14	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:15	ICCV 181317	94.65	ICCV 181311	98.22	6	5	1	0	0	83.33	possibleF1
ICCX 191065:16	ICCV 181317	94.65	ICCV 181311	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191065:17	ICCV 181317	94.65	ICCV 181311	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191065:18	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:19	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:20	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:21	ICCV 181317	94.65	ICCV 181311	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191065:22	ICCV 181317	94.65	ICCV 181311	98.22	6	5	1	0	0	83.33	possibleF1
ICCX 191065:23	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:24	ICCV 181317	94.65	ICCV 181311	98.22	6	5	1	0	0	83.33	possibleF1
ICCX 191065:25	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:26	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:27	ICCV 181317	94.65	ICCV 181311	98.22	6	5	1	0	0	83.33	possibleF1
ICCX 191065:28	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:29	ICCV 181317	94.65	ICCV 181311	98.22	6	5	1	0	0	83.33	possibleF1
ICCX 191065:30	ICCV 181317	94.65	ICCV 181311	98.22	6	6	0	0	0	100.0	successfulF1
ICCX 191065:9	ICCV 181317	94.65	ICCV 181311	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191066:15	ICCV 181317	94.65	ICCV 181312	92.79	7	0	7	0	0	0.0	failedF1
ICCX 191066:16	ICCV 181317	94.65	ICCV 181312	92.79	7	7	0	0	0	100.0	successfulF1
ICCX 191066:17	ICCV 181317	94.65	ICCV 181312	92.79	7	7	0	0	0	100.0	successfulF1
ICCX 191066:18	ICCV 181317	94.65	ICCV 181312	92.79	7	7	0	0	0	100.0	successfulF1
ICCX 191066:19	ICCV 181317	94.65	ICCV 181312	92.79	7	0	7	0	0	0.0	failedF1
ICCX 191066:20	ICCV 181317	94.65	ICCV 181312	92.79	7	0	7	0	0	0.0	failedF1
ICCX 191066:21	ICCV 181317	94.65	ICCV 181312	92.79	7	0	7	0	0	0.0	failedF1
ICCX 191066:22	ICCV 181317	94.65	ICCV 181312	92.79	7	7	0	0	0	100.0	successfulF1
ICCX 191066:23	ICCV 181317	94.65	ICCV 181312	92.79	7	7	0	0	0	100.0	successfulF1
ICCX 191066:24	ICCV 181317	94.65	ICCV 181312	92.79	7	7	0	0	0	100.0	successfulF1
ICCX 191066:25	ICCV 181317	94.65	ICCV 181312	92.79	7	7	0	0	0	100.0	successfulF1
ICCX 191066:26	ICCV 181317	94.65	ICCV 181312	92.79	7	0	7	0	0	0.0	failedF1
ICCX 191066:27	ICCV 181317	94.65	ICCV 181312	92.79	7	7	0	0	0	100.0	successfulF1
ICCX 191066:28	ICCV 181317	94.65	ICCV 181312	92.79	7	6	0	0	1	85.71	possibleF1
ICCX 191067:21	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:22	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:23	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:24	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:25	ICCV 181317	94.65	ICCV 181316	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191067:26	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:27	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:28	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:29	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:30	ICCV 181317	94.65	ICCV 181316	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191067:31	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:32	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:33	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:34	ICCV 181317	94.65	ICCV 181316	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191067:35	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:36	ICCV 181317	94.65	ICCV 181316	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191067:37	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:38	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:39	ICCV 181317	94.65	ICCV 181316	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191067:40	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:41	ICCV 181317	94.65	ICCV 181316	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191067:42	ICCV 181317	94.65	ICCV 181316	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191068:20	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:21	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:22	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:23	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:24	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:25	ICCV 181317	94.65	ICCV 181318	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191068:26	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:28	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:29	ICCV 181317	94.65	ICCV 181318	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191068:30	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:31	ICCV 181317	94.65	ICCV 181318	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191068:32	ICCV 181317	94.65	ICCV 181318	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191068:33	ICCV 181317	94.65	ICCV 181318	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191068:34	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:35	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:36	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:37	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191068:38	ICCV 181317	94.65	ICCV 181318	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191081:21	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:22	ICCV 92311	92.86	ICC 16346	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191081:23	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:24	ICCV 92311	92.86	ICC 16346	100.0	6	0	5	1	0	0.0	failedF1
ICCX 191081:25	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:26	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:27	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:28	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:29	ICCV 92311	92.86	ICC 16346	100.0	6	3	0	3	0	50.0	failedF1
ICCX 191081:30	ICCV 92311	92.86	ICC 16346	100.0	6	3	0	3	0	50.0	failedF1
ICCX 191081:31	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:32	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:33	ICCV 92311	92.86	ICC 16346	100.0	6	3	0	3	0	50.0	failedF1
ICCX 191081:34	ICCV 92311	92.86	ICC 16346	100.0	6	3	0	3	0	50.0	failedF1
ICCX 191081:35	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:36	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:37	ICCV 92311	92.86	ICC 16346	100.0	6	3	0	3	0	50.0	failedF1
ICCX 191081:38	ICCV 92311	92.86	ICC 16346	100.0	6	5	0	1	0	83.33	possibleF1
ICCX 191081:39	ICCV 92311	92.86	ICC 16346	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191081:40	ICCV 92311	92.86	ICC 16346	100.0	6	5	0	1	0	83.33	possibleF1
ICCX 191081:41	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:42	ICCV 92311	92.86	ICC 16346	100.0	6	5	0	1	0	83.33	possibleF1
ICCX 191081:43	ICCV 92311	92.86	ICC 16346	100.0	6	0	3	3	0	0.0	failedF1
ICCX 191081:44	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:45	ICCV 92311	92.86	ICC 16346	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191081:46	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:47	ICCV 92311	92.86	ICC 16346	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191081:48	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:49	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:50	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:51	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:52	ICCV 92311	92.86	ICC 16346	100.0	6	3	0	3	0	50.0	failedF1
ICCX 191081:53	ICCV 92311	92.86	ICC 16346	100.0	6	5	0	0	1	83.33	possibleF1
ICCX 191081:54	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:55	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:56	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191081:57	ICCV 92311	92.86	ICC 16346	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191081:58	ICCV 92311	92.86	ICC 16346	100.0	6	4	0	2	0	66.67	possibleF1
ICCX 191081:59	ICCV 92311	92.86	ICC 16346	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191081:60	ICCV 92311	92.86	ICC 16346	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191082:21	ICCV 92311	92.86	ICC 17455	99.11	8	0	8	0	0	0.0	failedF1
ICCX 191082:22	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:23	ICCV 92311	92.86	ICC 17455	99.11	8	7	0	1	0	87.5	possibleF1
ICCX 191082:24	ICCV 92311	92.86	ICC 17455	99.11	8	7	0	1	0	87.5	possibleF1
ICCX 191082:25	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:26	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:27	ICCV 92311	92.86	ICC 17455	99.11	8	0	8	0	0	0.0	failedF1
ICCX 191082:28	ICCV 92311	92.86	ICC 17455	99.11	8	0	8	0	0	0.0	failedF1
ICCX 191082:29	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:30	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:31	ICCV 92311	92.86	ICC 17455	99.11	8	0	8	0	0	0.0	failedF1
ICCX 191082:32	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:33	ICCV 92311	92.86	ICC 17455	99.11	8	7	0	1	0	87.5	possibleF1
ICCX 191082:34	ICCV 92311	92.86	ICC 17455	99.11	8	0	8	0	0	0.0	failedF1
ICCX 191082:35	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:36	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:37	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:38	ICCV 92311	92.86	ICC 17455	99.11	8	0	8	0	0	0.0	failedF1
ICCX 191082:39	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:40	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:41	ICCV 92311	92.86	ICC 17455	99.11	8	0	8	0	0	0.0	failedF1
ICCX 191082:42	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:43	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:44	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191082:45	ICCV 92311	92.86	ICC 17455	99.11	8	8	0	0	0	100.0	successfulF1
ICCX 191083:21	ICCV 92311	92.86	ICC 8854	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191083:22	ICCV 92311	92.86	ICC 8854	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191083:23	ICCV 92311	92.86	ICC 8854	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191083:24	ICCV 92311	92.86	ICC 8854	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191083:25	ICCV 92311	92.86	ICC 8854	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191083:26	ICCV 92311	92.86	ICC 8854	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191083:27	ICCV 92311	92.86	ICC 8854	98.22	9	7	0	2	0	77.78	possibleF1
ICCX 191083:28	ICCV 92311	92.86	ICC 8854	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191083:29	ICCV 92311	92.86	ICC 8854	98.22	9	0	9	0	0	0.0	failedF1
ICCX 191083:30	ICCV 92311	92.86	ICC 8854	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191083:31	ICCV 92311	92.86	ICC 8854	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191083:32	ICCV 92311	92.86	ICC 8854	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191083:33	ICCV 92311	92.86	ICC 8854	98.22	9	0	4	5	0	0.0	failedF1
ICCX 191083:34	ICCV 92311	92.86	ICC 8854	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191083:35	ICCV 92311	92.86	ICC 8854	98.22	9	6	0	3	0	66.67	possibleF1
ICCX 191083:36	ICCV 92311	92.86	ICC 8854	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191083:37	ICCV 92311	92.86	ICC 8854	98.22	9	5	0	3	1	55.56	failedF1
ICCX 191083:38	ICCV 92311	92.86	ICC 8854	98.22	9	0	9	0	0	0.0	failedF1
ICCX 191083:39	ICCV 92311	92.86	ICC 8854	98.22	9	5	0	4	0	55.56	failedF1
ICCX 191083:40	ICCV 92311	92.86	ICC 8854	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191083:41	ICCV 92311	92.86	ICC 8854	98.22	9	4	0	5	0	44.44	failedF1
ICCX 191083:42	ICCV 92311	92.86	ICC 8854	98.22	9	4	0	5	0	44.44	failedF1
ICCX 191083:43	ICCV 92311	92.86	ICC 8854	98.22	9	4	0	5	0	44.44	failedF1
ICCX 191083:44	ICCV 92311	92.86	ICC 8854	98.22	9	6	0	3	0	66.67	possibleF1
ICCX 191083:45	ICCV 92311	92.86	ICC 8854	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191083:46	ICCV 92311	92.86	ICC 8854	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191083:47	ICCV 92311	92.86	ICC 8854	98.22	9	5	0	4	0	55.56	failedF1
ICCX 191083:48	ICCV 92311	92.86	ICC 8854	98.22	9	6	0	3	0	66.67	possibleF1
ICCX 191083:49	ICCV 92311	92.86	ICC 8854	98.22	9	0	8	1	0	0.0	failedF1
ICCX 191083:50	ICCV 92311	92.86	ICC 8854	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191083:51	ICCV 92311	92.86	ICC 8854	98.22	9	0	4	5	0	0.0	failedF1
ICCX 191083:52	ICCV 92311	92.86	ICC 8854	98.22	9	6	0	3	0	66.67	possibleF1
ICCX 191083:53	ICCV 92311	92.86	ICC 8854	98.22	9	7	0	0	2	77.78	possibleF1
ICCX 191083:54	ICCV 92311	92.86	ICC 8854	98.22	9	4	0	5	0	44.44	failedF1
ICCX 191083:55	ICCV 92311	92.86	ICC 8854	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:21	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:22	ICCV 92311	92.86	ICC 8898	98.22	9	5	0	4	0	55.56	failedF1
ICCX 191084:23	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:24	ICCV 92311	92.86	ICC 8898	98.22	9	7	0	2	0	77.78	possibleF1
ICCX 191084:25	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:26	ICCV 92311	92.86	ICC 8898	98.22	9	5	0	4	0	55.56	failedF1
ICCX 191084:27	ICCV 92311	92.86	ICC 8898	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191084:28	ICCV 92311	92.86	ICC 8898	98.22	9	0	9	0	0	0.0	failedF1
ICCX 191084:29	ICCV 92311	92.86	ICC 8898	98.22	9	0	8	1	0	0.0	failedF1
ICCX 191084:30	ICCV 92311	92.86	ICC 8898	98.22	9	7	0	2	0	77.78	possibleF1
ICCX 191084:31	ICCV 92311	92.86	ICC 8898	98.22	9	0	9	0	0	0.0	failedF1
ICCX 191084:32	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:33	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:34	ICCV 92311	92.86	ICC 8898	98.22	9	5	0	4	0	55.56	failedF1
ICCX 191084:35	ICCV 92311	92.86	ICC 8898	98.22	9	8	0	1	0	88.89	possibleF1
ICCX 191084:36	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:37	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:38	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:39	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:40	ICCV 92311	92.86	ICC 8898	98.22	9	5	0	4	0	55.56	failedF1
ICCX 191084:41	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:42	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:43	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191084:44	ICCV 92311	92.86	ICC 8898	98.22	9	5	0	4	0	55.56	failedF1
ICCX 191084:45	ICCV 92311	92.86	ICC 8898	98.22	9	9	0	0	0	100.0	successfulF1
ICCX 191085:21	ICCV 92311	92.86	ICC 8916	98.22	10	0	10	0	0	0.0	failedF1
ICCX 191085:22	ICCV 92311	92.86	ICC 8916	98.22	10	0	9	1	0	0.0	failedF1
ICCX 191085:23	ICCV 92311	92.86	ICC 8916	98.22	10	0	7	3	0	0.0	failedF1
ICCX 191085:24	ICCV 92311	92.86	ICC 8916	98.22	10	9	1	0	0	90.0	possibleF1
ICCX 191085:25	ICCV 92311	92.86	ICC 8916	98.22	10	9	1	0	0	90.0	possibleF1
ICCX 191085:26	ICCV 92311	92.86	ICC 8916	98.22	10	9	1	0	0	90.0	possibleF1
ICCX 191085:27	ICCV 92311	92.86	ICC 8916	98.22	10	8	1	1	0	80.0	possibleF1
ICCX 191085:28	ICCV 92311	92.86	ICC 8916	98.22	10	9	1	0	0	90.0	possibleF1
ICCX 191085:29	ICCV 92311	92.86	ICC 8916	98.22	10	7	1	2	0	70.0	possibleF1
