F_One_Name	Parent_A	Parent_A_Score	Parent_B	Parent_B_Score	Polymorphic	Call_Hetero	Call_ParentA	Call_ParentB	Call_Missing	Percentage_Het	Comment
ICCX 191085:30	ICCV 92311	92.86	ICC 8916	98.22	10	6	1	3	0	60.0	possibleF1
ICCX 191085:31	ICCV 92311	92.86	ICC 8916	98.22	10	6	1	2	1	60.0	possibleF1
ICCX 191085:32	ICCV 92311	92.86	ICC 8916	98.22	10	0	9	1	0	0.0	failedF1
ICCX 191085:33	ICCV 92311	92.86	ICC 8916	98.22	10	7	2	1	0	70.0	possibleF1
ICCX 191085:34	ICCV 92311	92.86	ICC 8916	98.22	10	10	0	0	0	100.0	successfulF1
ICCX 191085:35	ICCV 92311	92.86	ICC 8916	98.22	10	7	1	2	0	70.0	possibleF1
ICCX 191085:36	ICCV 92311	92.86	ICC 8916	98.22	10	0	9	1	0	0.0	failedF1
ICCX 191085:37	ICCV 92311	92.86	ICC 8916	98.22	10	0	10	0	0	0.0	failedF1
ICCX 191085:38	ICCV 92311	92.86	ICC 8916	98.22	10	0	10	0	0	0.0	failedF1
ICCX 191085:39	ICCV 92311	92.86	ICC 8916	98.22	10	0	10	0	0	0.0	failedF1
ICCX 191085:40	ICCV 92311	92.86	ICC 8916	98.22	10	7	1	2	0	70.0	possibleF1
ICCX 191085:41	ICCV 92311	92.86	ICC 8916	98.22	10	9	1	0	0	90.0	possibleF1
ICCX 191085:42	ICCV 92311	92.86	ICC 8916	98.22	10	9	1	0	0	90.0	possibleF1
ICCX 191085:43	ICCV 92311	92.86	ICC 8916	98.22	10	9	1	0	0	90.0	possibleF1
ICCX 191085:44	ICCV 92311	92.86	ICC 8916	98.22	10	9	1	0	0	90.0	possibleF1
ICCX 191086:18	ICCV 92311	92.86	ICC 8926	92.86	7	6	0	1	0	85.71	possibleF1
ICCX 191086:19	ICCV 92311	92.86	ICC 8926	92.86	7	6	0	1	0	85.71	possibleF1
ICCX 191086:20	ICCV 92311	92.86	ICC 8926	92.86	7	6	0	1	0	85.71	possibleF1
ICCX 191086:21	ICCV 92311	92.86	ICC 8926	92.86	7	0	7	0	0	0.0	failedF1
ICCX 191086:22	ICCV 92311	92.86	ICC 8926	92.86	7	0	7	0	0	0.0	failedF1
ICCX 191086:23	ICCV 92311	92.86	ICC 8926	92.86	7	6	0	1	0	85.71	possibleF1
ICCX 191086:24	ICCV 92311	92.86	ICC 8926	92.86	7	7	0	0	0	100.0	successfulF1
ICCX 191086:25	ICCV 92311	92.86	ICC 8926	92.86	7	7	0	0	0	100.0	successfulF1
ICCX 191086:26	ICCV 92311	92.86	ICC 8926	92.86	7	7	0	0	0	100.0	successfulF1
ICCX 191086:27	ICCV 92311	92.86	ICC 8926	92.86	7	7	0	0	0	100.0	successfulF1
ICCX 191086:28	ICCV 92311	92.86	ICC 8926	92.86	7	6	0	1	0	85.71	possibleF1
ICCX 191086:29	ICCV 92311	92.86	ICC 8926	92.86	7	7	0	0	0	100.0	successfulF1
ICCX 191086:30	ICCV 92311	92.86	ICC 8926	92.86	7	6	0	1	0	85.71	possibleF1
ICCX 191086:31	ICCV 92311	92.86	ICC 8926	92.86	7	0	7	0	0	0.0	failedF1
ICCX 191086:32	ICCV 92311	92.86	ICC 8926	92.86	7	7	0	0	0	100.0	successfulF1
ICCX 191086:33	ICCV 92311	92.86	ICC 8926	92.86	7	6	0	1	0	85.71	possibleF1
ICCX 191086:34	ICCV 92311	92.86	ICC 8926	92.86	7	6	0	1	0	85.71	possibleF1
ICCX 191087:21	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191087:22	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:23	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:24	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:25	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:26	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:27	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:28	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:29	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:30	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:31	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:32	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:33	NBeG 119	77.47	ICC 16346	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191087:34	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:35	NBeG 119	77.47	ICC 16346	100.0	3	2	0	0	1	66.67	PQF
ICCX 191087:36	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:37	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:38	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:39	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:40	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:41	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:42	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191087:43	NBeG 119	77.47	ICC 16346	100.0	3	3	0	0	0	100.0	PQF
ICCX 191088:19	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191088:20	NBeG 119	77.47	ICC 17455	99.11	5	5	0	0	0	100.0	PQF
ICCX 191088:21	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191088:22	NBeG 119	77.47	ICC 17455	99.11	5	0	4	1	0	0.0	failedF1
ICCX 191088:23	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191088:24	NBeG 119	77.47	ICC 17455	99.11	5	5	0	0	0	100.0	PQF
ICCX 191088:25	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191088:26	NBeG 119	77.47	ICC 17455	99.11	5	0	5	0	0	0.0	failedF1
ICCX 191088:27	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191088:28	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191088:29	NBeG 119	77.47	ICC 17455	99.11	5	5	0	0	0	100.0	PQF
ICCX 191088:30	NBeG 119	77.47	ICC 17455	99.11	5	5	0	0	0	100.0	PQF
ICCX 191088:31	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191088:32	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191088:33	NBeG 119	77.47	ICC 17455	99.11	5	0	5	0	0	0.0	failedF1
ICCX 191088:34	NBeG 119	77.47	ICC 17455	99.11	5	5	0	0	0	100.0	PQF
ICCX 191088:35	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191088:36	NBeG 119	77.47	ICC 17455	99.11	5	4	0	1	0	80.0	PQF
ICCX 191089:21	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:22	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:23	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:24	NBeG 119	77.47	ICC 8854	98.22	6	4	1	1	0	66.67	PQF
ICCX 191089:25	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:26	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:27	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:28	NBeG 119	77.47	ICC 8854	98.22	6	0	5	0	1	0.0	failedF1
ICCX 191089:29	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:30	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:31	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:32	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:33	NBeG 119	77.47	ICC 8854	98.22	6	1	5	0	0	16.67	failedF1
ICCX 191089:34	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:35	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:36	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:37	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:38	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:39	NBeG 119	77.47	ICC 8854	98.22	6	6	0	0	0	100.0	PQF
ICCX 191089:40	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:41	NBeG 119	77.47	ICC 8854	98.22	6	5	1	0	0	83.33	PQF
ICCX 191089:42	NBeG 119	77.47	ICC 8854	98.22	6	4	1	1	0	66.67	PQF
ICCX 191089:43	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:44	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:45	NBeG 119	77.47	ICC 8854	98.22	6	6	0	0	0	100.0	PQF
ICCX 191089:46	NBeG 119	77.47	ICC 8854	98.22	6	4	1	1	0	66.67	PQF
ICCX 191089:47	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:48	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:49	NBeG 119	77.47	ICC 8854	98.22	6	4	1	1	0	66.67	PQF
ICCX 191089:50	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:51	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:52	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:53	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:54	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:55	NBeG 119	77.47	ICC 8854	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191089:56	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:57	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:58	NBeG 119	77.47	ICC 8854	98.22	6	5	1	0	0	83.33	PQF
ICCX 191089:59	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191089:60	NBeG 119	77.47	ICC 8854	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:21	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:22	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:23	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:24	NBeG 119	77.47	ICC 8898	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191090:25	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:26	NBeG 119	77.47	ICC 8898	98.22	6	0	5	1	0	0.0	failedF1
ICCX 191090:27	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:28	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:29	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:30	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:31	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:32	NBeG 119	77.47	ICC 8898	98.22	6	5	0	0	1	83.33	PQF
ICCX 191090:33	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:34	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:35	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:36	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:37	NBeG 119	77.47	ICC 8898	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191090:38	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:39	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:40	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:41	NBeG 119	77.47	ICC 8898	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191090:42	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:43	NBeG 119	77.47	ICC 8898	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191090:44	NBeG 119	77.47	ICC 8898	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191090:45	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:46	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:47	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:48	NBeG 119	77.47	ICC 8898	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191090:49	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:50	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:51	NBeG 119	77.47	ICC 8898	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191090:52	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:53	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:54	NBeG 119	77.47	ICC 8898	98.22	6	0	6	0	0	0.0	failedF1
ICCX 191090:55	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:56	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:57	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:58	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:59	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191090:60	NBeG 119	77.47	ICC 8898	98.22	6	5	0	1	0	83.33	PQF
ICCX 191091:21	NBeG 119	77.47	ICC 8916	98.22	7	4	2	1	0	57.14	failedF1
ICCX 191091:22	NBeG 119	77.47	ICC 8916	98.22	7	0	7	0	0	0.0	failedF1
ICCX 191091:23	NBeG 119	77.47	ICC 8916	98.22	7	5	1	1	0	71.43	PQF
ICCX 191091:24	NBeG 119	77.47	ICC 8916	98.22	7	0	7	0	0	0.0	failedF1
ICCX 191091:25	NBeG 119	77.47	ICC 8916	98.22	7	5	1	1	0	71.43	PQF
ICCX 191091:26	NBeG 119	77.47	ICC 8916	98.22	7	4	2	1	0	57.14	failedF1
ICCX 191091:27	NBeG 119	77.47	ICC 8916	98.22	7	1	6	0	0	14.29	failedF1
ICCX 191091:28	NBeG 119	77.47	ICC 8916	98.22	7	4	2	1	0	57.14	failedF1
ICCX 191091:29	NBeG 119	77.47	ICC 8916	98.22	7	5	1	1	0	71.43	PQF
ICCX 191091:30	NBeG 119	77.47	ICC 8916	98.22	7	4	2	1	0	57.14	failedF1
ICCX 191091:31	NBeG 119	77.47	ICC 8916	98.22	7	4	1	1	1	57.14	failedF1
ICCX 191091:32	NBeG 119	77.47	ICC 8916	98.22	7	0	7	0	0	0.0	failedF1
ICCX 191091:33	NBeG 119	77.47	ICC 8916	98.22	7	5	1	1	0	71.43	PQF
ICCX 191091:34	NBeG 119	77.47	ICC 8916	98.22	7	4	2	1	0	57.14	failedF1
ICCX 191091:35	NBeG 119	77.47	ICC 8916	98.22	7	4	2	1	0	57.14	failedF1
ICCX 191091:36	NBeG 119	77.47	ICC 8916	98.22	7	5	1	1	0	71.43	PQF
ICCX 191091:37	NBeG 119	77.47	ICC 8916	98.22	7	0	7	0	0	0.0	failedF1
ICCX 191091:38	NBeG 119	77.47	ICC 8916	98.22	7	0	7	0	0	0.0	failedF1
ICCX 191091:39	NBeG 119	77.47	ICC 8916	98.22	7	4	2	1	0	57.14	failedF1
ICCX 191091:40	NBeG 119	77.47	ICC 8916	98.22	7	0	7	0	0	0.0	failedF1
ICCX 191091:41	NBeG 119	77.47	ICC 8916	98.22	7	0	7	0	0	0.0	failedF1
ICCX 191091:42	NBeG 119	77.47	ICC 8916	98.22	7	0	7	0	0	0.0	failedF1
ICCX 191092:21	NBeG 119	77.47	ICC 8926	92.86	5	0	5	0	0	0.0	failedF1
ICCX 191092:22	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:23	NBeG 119	77.47	ICC 8926	92.86	5	0	5	0	0	0.0	failedF1
ICCX 191092:24	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:25	NBeG 119	77.47	ICC 8926	92.86	5	0	5	0	0	0.0	failedF1
ICCX 191092:26	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:27	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:28	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:29	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:30	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:31	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:32	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:33	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:34	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:35	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:36	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:37	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:38	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:39	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:40	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:41	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:42	NBeG 119	77.47	ICC 8926	92.86	5	0	5	0	0	0.0	failedF1
ICCX 191092:43	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:44	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:45	NBeG 119	77.47	ICC 8926	92.86	5	0	5	0	0	0.0	failedF1
ICCX 191092:46	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:47	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:48	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191092:49	NBeG 119	77.47	ICC 8926	92.86	5	5	0	0	0	100.0	PQF
ICCX 191093:21	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	PQF
ICCX 191093:22	ICCV 95334	100.0	ICC 16346	100.0	5	4	0	0	1	80.0	possibleF1
ICCX 191093:23	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:24	ICCV 95334	100.0	ICC 16346	100.0	5	0	5	0	0	0.0	failedF1
ICCX 191093:25	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:26	ICCV 95334	100.0	ICC 16346	100.0	5	0	5	0	0	0.0	failedF1
ICCX 191093:27	ICCV 95334	100.0	ICC 16346	100.0	5	0	5	0	0	0.0	failedF1
ICCX 191093:28	ICCV 95334	100.0	ICC 16346	100.0	5	0	5	0	0	0.0	failedF1
ICCX 191093:29	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:30	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:31	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:32	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:33	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:34	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:35	ICCV 95334	100.0	ICC 16346	100.0	5	0	5	0	0	0.0	failedF1
ICCX 191093:36	ICCV 95334	100.0	ICC 16346	100.0	5	0	5	0	0	0.0	failedF1
ICCX 191093:37	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:38	ICCV 95334	100.0	ICC 16346	100.0	5	0	5	0	0	0.0	failedF1
ICCX 191093:39	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191093:40	ICCV 95334	100.0	ICC 16346	100.0	5	5	0	0	0	100.0	successfulF1
ICCX 191094:18	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:19	ICCV 95334	100.0	ICC 17455	99.11	7	0	7	0	0	0.0	failedF1
ICCX 191094:20	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:21	ICCV 95334	100.0	ICC 17455	99.11	7	0	7	0	0	0.0	failedF1
ICCX 191094:22	ICCV 95334	100.0	ICC 17455	99.11	7	0	7	0	0	0.0	failedF1
ICCX 191094:23	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:24	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:25	ICCV 95334	100.0	ICC 17455	99.11	7	0	7	0	0	0.0	failedF1
ICCX 191094:26	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:27	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:28	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:29	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:30	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:31	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:32	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:33	ICCV 95334	100.0	ICC 17455	99.11	7	7	0	0	0	100.0	successfulF1
ICCX 191094:34	ICCV 95334	100.0	ICC 17455	99.11	7	0	7	0	0	0.0	failedF1
ICCX 191095:13	ICCV 95334	100.0	ICC 8854	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191095:14	ICCV 95334	100.0	ICC 8854	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191095:15	ICCV 95334	100.0	ICC 8854	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191095:16	ICCV 95334	100.0	ICC 8854	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191095:17	ICCV 95334	100.0	ICC 8854	98.22	8	8	0	0	0	100.0	successfulF1
ICCX 191095:18	ICCV 95334	100.0	ICC 8854	98.22	8	8	0	0	0	100.0	successfulF1
ICCX 191095:19	ICCV 95334	100.0	ICC 8854	98.22	8	8	0	0	0	100.0	successfulF1
ICCX 191095:20	ICCV 95334	100.0	ICC 8854	98.22	8	8	0	0	0	100.0	successfulF1
ICCX 191095:21	ICCV 95334	100.0	ICC 8854	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191095:22	ICCV 95334	100.0	ICC 8854	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191095:23	ICCV 95334	100.0	ICC 8854	98.22	8	8	0	0	0	100.0	successfulF1
ICCX 191095:24	ICCV 95334	100.0	ICC 8854	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191096:10	ICCV 95334	100.0	ICC 8898	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191096:12	ICCV 95334	100.0	ICC 8898	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191096:13	ICCV 95334	100.0	ICC 8898	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191096:8	ICCV 95334	100.0	ICC 8898	98.22	8	0	8	0	0	0.0	failedF1
ICCX 191096:9	ICCV 95334	100.0	ICC 8898	98.22	8	8	0	0	0	100.0	successfulF1
ICCX 191097:12	ICCV 95334	100.0	ICC 8916	98.22	9	0	9	0	0	0.0	failedF1
ICCX 191097:13	ICCV 95334	100.0	ICC 8916	98.22	9	8	1	0	0	88.89	possibleF1
ICCX 191097:14	ICCV 95334	100.0	ICC 8916	98.22	9	0	9	0	0	0.0	failedF1
ICCX 191097:16	ICCV 95334	100.0	ICC 8916	98.22	9	8	1	0	0	88.89	possibleF1
ICCX 191097:19	ICCV 95334	100.0	ICC 8916	98.22	9	8	1	0	0	88.89	possibleF1
ICCX 191097:20	ICCV 95334	100.0	ICC 8916	98.22	9	8	1	0	0	88.89	possibleF1
ICCX 191097:21	ICCV 95334	100.0	ICC 8916	98.22	9	8	1	0	0	88.89	possibleF1
ICCX 191097:22	ICCV 95334	100.0	ICC 8916	98.22	9	0	9	0	0	0.0	failedF1
ICCX 191098:18	ICCV 95334	100.0	ICC 8926	92.86	6	6	0	0	0	100.0	successfulF1
ICCX 191098:19	ICCV 95334	100.0	ICC 8926	92.86	6	5	1	0	0	83.33	possibleF1
ICCX 191098:20	ICCV 95334	100.0	ICC 8926	92.86	6	5	1	0	0	83.33	possibleF1
ICCX 191098:21	ICCV 95334	100.0	ICC 8926	92.86	6	0	6	0	0	0.0	failedF1
ICCX 191098:22	ICCV 95334	100.0	ICC 8926	92.86	6	6	0	0	0	100.0	successfulF1
